siren,siret_siege,denomination,nom_usage,sigle,naf,naf_numerique,tags_numerique,categorie_juridique,famille_ess,flag_ess_sirene,est_active,date_creation,tranche_effectifs,annee_effectifs,categorie_entreprise,caractere_employeur,societe_mission,rna,code_postal,commune,site_web,nom_structure_porteuse,sources,origines,methode_jointure,confiance_jointure,score_enrichissement
480308626,48030862600039,PICKABEE,,,62.01Z,True,dev_logiciel,5460.0,,True,True,2005-01-11,NN,,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
480310929,48031092900025,IDLM,,,62.02A,True,conseil_it,5460.0,,True,False,2005-01-12,NN,,,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
480448059,48044805900018,INTER AGENCES PAYS BASQUE,,,63.11Z,True,hebergement,9220.0,association,,False,2004-12-03,NN,,,,,W641003967,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
480532878,48053287800018,ASS JEUNZ,,,63.11Z,True,hebergement,9220.0,association,True,True,2004-09-07,NN,,PME,,,W452009108,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
480633742,48063374200014,INSTITUT D INGENIERIE EN INFORMATIQUE,,,62.02A,True,conseil_it,9210.0,association,,True,2005-01-28,NN,,PME,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
480807890,48080789000011,ASSOCIATION FACIL 67,,,62.02A,True,conseil_it,9260.0,association,True,True,2005-01-24,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
480944081,48094408100011,COMPREHENSION,,,62.02A,True,conseil_it,9220.0,association,True,True,1993-11-17,NN,,PME,,,W932000347,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
481162873,48116287300014,INFORMATIQUE DESIGN & MULTIMEDIA,,ASS,62.02A,True,conseil_it,9220.0,association,True,True,2004-12-17,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
481172708,48117270800010,BOOMERANG,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-01-31,NN,,PME,,,W452005196,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
481391910,48139191000025,EMOSIST,,,62.02A,True,conseil_it,9900.0,fondation,,True,2005-01-01,NN,,PME,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
481439891,48143989100013,POUR UNE INFORMATIQUE RAISONNEE,,,62.02A,True,conseil_it,9220.0,association,True,True,2004-06-20,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
481468098,48146809800019,BOURGES WEB DEVELOPPEMENT,,,62.01Z,True,dev_logiciel,9220.0,association,True,False,2005-02-02,NN,,,,,W181003573,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
481609428,48160942800018,ASS INFORMATIQUE MASSATOISE A.I.M..,,,62.02A,True,conseil_it,9220.0,association,True,True,2003-05-21,NN,,PME,,,W093000704,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
481625382,48162538200017,AKSEO,,,63.11Z,True,hebergement,9220.0,association,True,True,2005-01-14,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
481628329,48162832900049,AMEPI,,AMEPI,63.11Z,True,hebergement,9220.0,association,True,True,2004-07-01,12,2023.0,PME,,,W923000411,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
481682045,48168204500010,ASSOCIATION ESPACE NET,,,62.02A,True,conseil_it,9220.0,association,True,True,1998-12-02,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
481713048,48171304800017,ALEPH IN C CONSULTANTS,,,62.02A,True,conseil_it,5460.0,,True,True,2005-04-01,NN,,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
481733145,48173314500017,AUDISSEO,,,63.11Z,True,hebergement,9220.0,association,,False,2004-09-14,NN,,,,,W031001930,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
481735744,48173574400031,WIDIP,,,62.02A,True,conseil_it,5460.0,,True,True,2005-04-11,12,2023.0,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
481812568,48181256800030,ASS COOPALIBRE,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-02-10,NN,,PME,,,W313008329,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
481862332,48186233200014,CYBER2RIEN,,,62.01Z,True,dev_logiciel,9220.0,association,True,False,2003-12-16,NN,,,,,W642002120,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
481862829,48186282900019,C A M E R A,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-02-04,NN,,PME,,,W372003664,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
482049491,48204949100020,SARL N'TECH SERVICES,,,62.02A,True,conseil_it,5710.0,,True,True,2005-04-04,11,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
482049517,48204951700014,ASSOCIATION ARCH'ASIE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-12-21,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482071651,48207165100012,CAMYLLA,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-09-27,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482131448,48213144800011,ASS VALORISATION OUTIL INFORMAT RESEAU,,AVOIR,62.02A,True,conseil_it,9220.0,association,True,True,2004-09-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482183100,48218310000015,ASS TRYSKEL,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-06-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482284973,48228497300013,PC 10,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-04-07,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482357423,48235742300011,ASSOCIATION WEB F@ BRIQUE,,,62.02A,True,conseil_it,9220.0,association,True,False,2005-03-16,NN,,,,,W333001457,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
482418886,48241888600016,FEAC,,,62.02A,True,conseil_it,9220.0,association,True,True,2001-04-19,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482423597,48242359700012,1001 BONNES AFFAIRES,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-05-06,NN,,PME,,,W763002818,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
482470374,48247037400018,2 A A Z COMPUTEURS SOLUTIONS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-12-03,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482487030,48248703000033,FREENEWS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-12-25,NN,,PME,,,W343005708,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
482601960,48260196000016,ADLINE INFORMATIQUE,,,58.29C,True,edition_logiciel,9220.0,association,True,True,2005-04-09,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482720885,48272088500011,D G L I,,,62.02A,True,conseil_it,9220.0,association,True,True,2004-09-20,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
482779139,48277913900013,PEEWI,,,63.11Z,True,hebergement,9220.0,association,True,True,2004-06-14,NN,,PME,,,W621000182,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
482991163,48299116300015,ASSOCIATION INFORMATIQUE RUTHENOISE,,AIR,62.02A,True,conseil_it,9220.0,association,,False,2005-03-31,NN,,,,,W122000317,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
483058376,48305837600011,CTRL ALT SUP,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-02-15,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
483169645,48316964500023,WEBU,,,62.01Z,True,dev_logiciel,5458.0,cooperative,True,True,2005-07-01,03,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
483247862,48324786200053,DALIBO,,,62.02A,True,conseil_it,5460.0,,,True,2005-07-01,12,2023.0,PME,,,,,,,,ess_france|sirene,ess_x_naf,siren_direct,1.0,0.58
483316154,48331615400010,PHENOMENE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2003-11-25,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
483343513,48334351300014,INFORMAT DIAGNOSTIC L ENS MEDECINE,,IDEM,62.02A,True,conseil_it,9220.0,association,True,True,2004-04-14,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
483345377,48334537700012,ILOWEB,,,58.29C,True,edition_logiciel,9220.0,association,True,True,2005-05-02,NN,,PME,,,W763001394,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
483467791,48346779100032,ASSOCIATION PLACE NET.FR,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-07-26,NN,,PME,,,W643001490,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
483530648,48353064800029,DINS MON VILLATGE,,,62.01Z,True,dev_logiciel,9220.0,association,True,False,2005-06-01,NN,,,,,W411001114,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
483531216,48353121600016,DOCTOR-MICRO,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-07-12,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
483727632,48372763200018,L ABC DU PC,,,62.02A,True,conseil_it,9220.0,association,True,False,2004-12-15,NN,,,,,W941000049,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
484059688,48405968800032,PRATIC INFO,,ASS,62.02A,True,conseil_it,9220.0,association,True,True,2005-08-30,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
484113584,48411358400011,C.COM,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-06-28,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
484351564,48435156400014,APYLO,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-08-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
484399100,48439910000029,IRIA,,ASS,62.02A,True,conseil_it,9220.0,association,True,False,2005-04-18,NN,,PME,,,W332029278,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
484555412,48455541200010,ORDITEICH ET APB-COM,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-10-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
484595152,48459515200014,3 A.M.I,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-03-02,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
484708953,48470895300019,SYNERGHETIC,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-10-15,NN,,PME,,,W931000825,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
484807011,48480701100016,TRI-MAGES,,ASSOCIATION,62.01Z,True,dev_logiciel,9220.0,association,True,True,2002-03-27,NN,,PME,,,W802005873,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
484834684,48483468400017,ATMA TAO,,,63.12Z,True,portail_web,9220.0,association,True,True,2005-09-08,NN,,PME,,,W691061629,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
484982095,48498209500032,ELEDO,,,62.01Z,True,dev_logiciel,5460.0,,True,True,2005-11-01,NN,,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
485010292,48501029200012,LILEO,,,62.01Z,True,dev_logiciel,5458.0,cooperative,True,True,2005-11-15,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
485031397,48503139700014,FREE WARRIORS,,,58.29C,True,edition_logiciel,9220.0,association,True,True,2005-12-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
485048466,48504846600018,JUNIOR STATINFO,,,63.11Z,True,hebergement,9220.0,association,True,True,2005-05-01,NN,,PME,,,W691058886,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
485057202,48505720200015,PLANET CYBER,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-10-01,NN,,PME,,,W422001841,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
485125280,48512528000027,ASSOCIATION WEBCOMMUNE,,,63.12Z,True,portail_web,9220.0,association,True,False,2001-04-02,NN,,PME,,,W784002489,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
485162549,48516254900045,EUKLES SOLUTIONS,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2005-11-21,21,2023.0,GE,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
485174338,48517433800015,SYNASPSES@INFORMATIC,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-03-04,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
485209837,48520983700031,SIGNAL SPAM,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-11-10,01,2023.0,PME,,,W751173304,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
485318604,48531860400017,PRESKIL,,,63.11Z,True,hebergement,9220.0,association,True,True,2005-10-05,NN,,PME,,,W172001322,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
487545246,48754524600018,CENTRE CULTUREL ESPERANTO DE LA REGION DE GRAY,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-10-01,NN,,PME,,,W702001201,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
487841652,48784165200059,SAFE SCORE,,,62.01Z,True,dev_logiciel,5710.0,,True,True,2006-01-02,03,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
487864407,48786440700035,IPEDIS,,,62.02A,True,conseil_it,5710.0,,,True,2006-01-04,11,2023.0,PME,,,,,,,,esus|sirene,cate_x_naf,siren_direct,1.0,0.58
487889313,48788931300010,OLKOA,,,62.02A,True,conseil_it,5458.0,cooperative,,True,2006-01-09,02,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,0.67
488011792,48801179200022,MINDSTEP,,,62.02A,True,conseil_it,5460.0,,True,True,2006-01-13,NN,,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
488042946,48804294600035,COLLECTIF POUR LE GESTIONDES ETUDES D'AJ MJ,,ASSOCIATION,62.01Z,True,dev_logiciel,9220.0,association,True,True,2005-08-21,NN,,PME,,,W372008743,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
488250838,48825083800023,INFORMATIQUE CHEZ VOUS.COM,,,62.02A,True,conseil_it,9220.0,association,True,False,2006-01-07,NN,,,,,W372008802,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
488256835,48825683500023,GIP GEO VENDEE,,,63.11Z,True,hebergement,7410.0,,True,True,2006-03-01,03,2023.0,PME,,,W852001722,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
488307455,48830745500011,OPEN SOURCE RECHERCHE ET DEVELOPPEMENT,,,62.01Z,True,dev_logiciel,9260.0,association,True,True,2005-12-20,01,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
488321019,48832101900033,ETYSSA,,,62.01Z,True,dev_logiciel,5460.0,,True,True,2006-02-07,01,2023.0,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
488344821,48834482100019,CSI CONSEIL EN SERVICES ET INTEGRATION DE PROJETS,,,62.02A,True,conseil_it,9220.0,association,True,False,2005-01-01,NN,,,,,W343011907,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
488371683,48837168300027,LINUXORABLE,,,62.02A,True,conseil_it,9220.0,association,True,False,2005-12-23,NN,,,,,W381012563,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
488411828,48841182800012,ELIOSOUND,,,58.29C,True,edition_logiciel,5460.0,,True,True,2006-02-06,NN,,,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
488537770,48853777000015,ASSOCIATION SERVICES INFORMATIQUE (A.S.I.),,,62.02A,True,conseil_it,9220.0,association,True,False,1999-11-05,NN,,,,,W751142215,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
488633751,48863375100034,L OCTET A LA MENTHE,,,58.29C,True,edition_logiciel,9220.0,association,True,True,2006-01-20,NN,,PME,,,W133000985,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
488701095,48870109500017,PLANTE&CITE,,,63.11Z,True,hebergement,9220.0,association,True,True,2006-01-23,12,2023.0,PME,,,W491000675,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
488743618,48874361800024,XTENSIVE TECHNOLOGIES,,,62.02A,True,conseil_it,5499.0,,True,False,2006-02-01,NN,,,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
488794868,48879486800015,OFFICE DU PATRIMOINE CULTUREL IMMATERIEL  ETHNODOC,,OPCI,63.11Z,True,hebergement,9220.0,association,True,True,2006-01-01,02,2023.0,PME,,,W853000936,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
488802778,48880277800016,EDITOWEB,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-11-17,NN,,,,,W134002058,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
488901612,48890161200017,PLB RESSOURCES,,,62.02A,True,conseil_it,5499.0,,True,False,2006-03-01,NN,,,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
488915141,48891514100011,ASSOMETEO,,,63.11Z,True,hebergement,9220.0,association,True,True,2006-03-06,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
489145888,48914588800017,M.A.PL@NETE,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-09-20,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
489152256,48915225600017,CIGMAGCA,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
489182196,48918219600019,GROUP-NETWORK,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-06-20,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
489218917,48921891700016,ORDISCOPE,,,62.02B,True,conseil_it,5458.0,cooperative,True,True,2006-04-03,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
489242834,48924283400013,ASSOCIATION INFORM@TIC,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-03-16,NN,,PME,,,W911001534,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
489276261,48927626100018,CLUB INFORMATIQUE DE PORT DES BARQUES,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-03-23,NN,,PME,,,W172001100,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
489420414,48942041400034,ACADIR,,,62.02A,True,conseil_it,9220.0,association,True,True,2005-11-16,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
489444968,48944496800015,PRESSE PROXIMITE,,,63.11Z,True,hebergement,9220.0,association,True,True,2006-03-20,NN,,PME,,,W452004421,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
489687400,48968740000023,M.P.V. RACE,,,63.11Z,True,hebergement,9220.0,association,True,True,2005-11-22,NN,,PME,,,W922000050,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
489745760,48974576000012,RESSOURCES INFORMATIQUES,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-01-30,NN,,PME,,,W192000026,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
489746495,48974649500014,RISING SON,,,62.02A,True,conseil_it,9230.0,association,True,True,2006-02-27,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
489749291,48974929100030,CAP DIGITAL,,CAP DIGITAL IMVN,63.11Z,True,hebergement,9220.0,association,True,True,2006-03-01,12,2023.0,PME,,,W751174304,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
490016284,49001628400021,NATIVLAND REUNION,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-05-15,NN,,PME,,,W9R1001315,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
490256864,49025686400011,ASSOCIATION DES DEVELOPPEURS D' SGU,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-03-08,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
490273471,49027347100014,STUDIO 55 INFORMATIQUE,,S5I,62.02A,True,conseil_it,9220.0,association,True,True,2006-05-15,NN,,PME,,,W931000144,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
490273489,49027348900016,MACODA,,ASS,62.01Z,True,dev_logiciel,9220.0,association,True,True,2000-11-09,NN,,,,,W313022877,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
490282985,49028298500012,IMAGE MULTIMEDIA ET VIE NUMERIQUE,,IMVN,62.02A,True,conseil_it,9220.0,association,True,True,2005-12-02,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
490335379,49033537900015,NICOLAS LAURENT EURL,,,62.02A,True,conseil_it,5499.0,,True,True,2006-05-20,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
490415395,49041539500030,ALEX,,,62.02A,True,conseil_it,5499.0,,True,True,2006-05-31,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
490555430,49055543000019,ASSOCIATION D'AIDES AUX PERSONNES AGEES TALL THIS IT,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2004-09-01,NN,,,,,W931004023,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
490563624,49056362400017,KATRINET,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-02-08,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
490601176,49060117600012,M@RINET,,ASSOCIATION,62.02A,True,conseil_it,9220.0,association,True,True,2006-01-01,NN,,PME,,,W822000044,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
490696887,49069688700010,ASS GDIRECTE,,,63.11Z,True,hebergement,9220.0,association,True,True,2006-02-24,NN,,,,,W623001475,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
490741980,49074198000026,DISTRI-SOFT,,,62.02A,True,conseil_it,9220.0,association,,False,2006-06-19,NN,,,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
490752326,49075232600028,A.I.D AIDE INFORMATIQUE A DOMICILE,,,62.02A,True,conseil_it,9220.0,association,True,False,2006-06-10,NN,,,,,W551000079,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
490957024,49095702400014,ASSOCIATIONS DES GENTILS INFORMATICIENS,,,62.02A,True,conseil_it,9220.0,association,True,False,2006-05-12,NN,,,,,W922005518,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
491011698,49101169800033,LIBRICIEL,,,62.01Z,True,dev_logiciel,5558.0,cooperative,True,True,2006-08-01,21,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
491082475,49108247500014,INFORMATIQUE SABLAISE,,,62.02A,True,conseil_it,9220.0,association,True,True,2006-01-13,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
491139143,49113914300029,INFO LIMOUSIN,,,63.12Z,True,portail_web,9220.0,association,True,True,2005-08-08,NN,,PME,,,W872001324,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
491207072,49120707200019,WEB ET SAVOIRS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,2006-07-10,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
491307252,49130725200032,MEZCALITO,,,63.11Z,True,hebergement,5458.0,cooperative,True,True,2006-08-01,12,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
