siren,denominationUniteLegale,nomUniteLegale,activitePrincipaleUniteLegale,economieSocialeSolidaireUniteLegale,categorieJuridiqueUniteLegale,trancheEffectifsUniteLegale,sources,methode_jointure
802915454,BSA GROUP,,62.02A,O,9220,NN,sirene,siren_direct
802968180,HONIKOU GAMES,,62.01Z,O,5710,01,sirene,siren_direct
802995183,1029ACCESS,,62.01Z,O,9220,NN,sirene,siren_direct
802996132,ASS LA PARENTHESE MUSICALE,,63.11Z,O,9220,NN,sirene,siren_direct
803085406,PROGRAMMING AND SERVICES BY TEKS,,62.01Z,O,9220,NN,sirene,siren_direct
803107770,ALLIANCE CPL-G3,,62.01Z,O,9220,NN,sirene,siren_direct
803234715,ASSOCIATED RESEARCH CENTER FOR ADVANCES IN NEURO-IMAGING,,62.01Z,O,9220,NN,sirene,siren_direct
803266105,CLUB INFORMATIQUE DE VAUX SUR MER,,62.01Z,O,9220,00,sirene,siren_direct
803338656,WIKIVOX,,62.01Z,O,9220,NN,sirene,siren_direct
803473412,LIBRE INFORMATIQUE,,62.01Z,O,5460,NN,sirene,siren_direct
803488014,MESO-STAR,,62.02A,O,5710,02,sirene,siren_direct
803555630,ASSOCIATION TRACABILITE ET DEVELOPPEMENT D'OUTILS POUR L'IDENTIFICATION ET DE LOGICIELS EN ELEVAGE,,63.11Z,O,9220,NN,sirene,siren_direct
803611102,LA LORGNETTE,,62.01Z,O,9220,NN,sirene,siren_direct
803751973,AMORCE.NET,,63.12Z,O,9220,NN,sirene,siren_direct
803778778,INTELLIGENCE DATA,,63.11Z,O,5710,NN,sirene,siren_direct
803805571,GET TELECOM,,62.02A,O,5458,NN,sirene,siren_direct
803830884,THEATRE EN FOREZ,,63.12Z,O,9220,NN,sirene,siren_direct
803908912,ALLNETWORKS,,62.02A,O,9220,NN,sirene,siren_direct
803909647,LENGADOC-INFO,,63.12Z,O,9220,NN,sirene,siren_direct
803911502,TOULOUSE INFOS,,63.12Z,O,9220,NN,sirene,siren_direct
803964055,ASSOCIATION INSANE,,62.01Z,O,9220,NN,sirene,siren_direct
804000933,COLLECTIF FRAGMENTS,,62.01Z,O,9220,NN,sirene,siren_direct
804101467,KEDALION,,62.01Z,O,9220,NN,sirene,siren_direct
804148153,SAINT-CLIC,,62.02A,O,9220,NN,sirene,siren_direct
804191757,SHAKE UP THE WEB,,63.11Z,O,9220,NN,sirene,siren_direct
804239754,ACTUSPORT 83,,63.12Z,O,9220,NN,sirene,siren_direct
804382513,FORMATECH PLUS,,62.03Z,O,9220,NN,sirene,siren_direct
804473700,RELIKTO,,63.12Z,O,9220,01,sirene,siren_direct
804481687,PIX SEL ET POIVRE,,62.01Z,O,9220,NN,sirene,siren_direct
804495877,COLLECTIF GR@PHIC,,62.01Z,O,9220,NN,sirene,siren_direct
804965507,AM NET ARTS ET METIERS NET,,63.12Z,O,9220,NN,sirene,siren_direct
804970010,CORPS ET AME,,63.12Z,O,9220,NN,sirene,siren_direct
805012515,CONSEIL INFORMATIQUE DEVELOPPEMENT,,62.02A,O,9220,NN,sirene,siren_direct
805026929,AEROCIEL,,62.01Z,O,5499,NN,sirene,siren_direct
805083540,COMMITI,,62.01Z,O,5710,00,sirene,siren_direct
805153525,SANTE-TRANSFERT,,62.02A,O,9220,NN,sirene,siren_direct
805375763,MARE NOSTRUM,,62.01Z,O,9220,NN,sirene,siren_direct
807384862,ZOOM-GUADELOUPE,,63.12Z,O,9220,NN,sirene,siren_direct
807543251,CLUB INFORMATIQUE INTER-COMMUNAL,,62.01Z,O,9220,NN,sirene,siren_direct
807641311,LANGUAGE SOFTWARE,,62.01Z,O,9220,NN,sirene,siren_direct
807753777,ASSOCIATION POUR LA PROMOTION DU PATRIMOINE CULTUREL ET ECONOMIQUE DE LA REGION MIDI-PYRENEES,,62.01Z,O,9220,NN,sirene,siren_direct
807804182,ASSOCIATION POUR LA VALORISATION DU PATRIMOINE ARCHIVISTIQUE,,63.11Z,O,9220,01,sirene,siren_direct
807837224,TY'CLICK,,62.01Z,O,9220,NN,sirene,siren_direct
807862818,NORMANDIX,,62.01Z,O,9220,NN,sirene,siren_direct
808070197,SUD TV LOCALE,,63.12Z,O,9220,NN,sirene,siren_direct
808089809,TITANWEB,,62.01Z,O,9220,NN,sirene,siren_direct
808094353,JUNIOR MIAGE CONCEPT PARIS LA DEFENSE,,62.01Z,O,9220,NN,sirene,siren_direct
808101745,I NEED U,,63.12Z,O,9220,NN,sirene,siren_direct
808117410,TA METEO,,62.01Z,O,9220,NN,sirene,siren_direct
808127591,CLUB INFORMATIQUE DE OISEMONT,,62.02A,O,9220,NN,sirene,siren_direct
808227011,AGDE CONSEILS INFORMPATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
808289144,ARTIFEX21,,62.01Z,O,5710,NN,sirene,siren_direct
808355317,LIBREFFET,,62.02A,O,9220,NN,sirene,siren_direct
808379788,AERA-ESPORT,,58.21Z,O,9220,NN,sirene,siren_direct
808432553,VOSGES INFORMATIQUE,,62.02A,O,9220,NN,sirene,siren_direct
808611008,OFFICE SERVICE INFORMATIQUE,,62.01Z,O,9220,NN,sirene,siren_direct
808669642,KIPLIN,,58.21Z,O,5710,12,sirene,siren_direct
808693626,PERSONNALITE PUBLIQUE,,63.12Z,O,9220,NN,sirene,siren_direct
808737100,WAKO FACTORY,,58.21Z,O,5660,00,sirene,siren_direct
808744197,LES BEQUILLES DU COGNITIF SAS,,62.01Z,O,5710,02,sirene,siren_direct
808814479,EMERAUDE APPLICATIONS,,62.01Z,O,9220,NN,sirene,siren_direct
808814529,TESO.NET,,62.01Z,O,9220,NN,sirene,siren_direct
808931331,DU VILLAGE DE LA POTERIE,,63.12Z,O,9220,NN,sirene,siren_direct
809159965,INTERGER SOFLWORKS,,62.01Z,O,9220,NN,sirene,siren_direct
809187636,ACHILLE SOLUTIONS,,62.01Z,O,5710,02,sirene,siren_direct
809262389,HYPRA,,62.01Z,O,5710,11,sirene,siren_direct
809917214,LES CO-CITOYENS,,63.12Z,O,9220,00,sirene,siren_direct
810035782,A 2.0,,62.01Z,O,9220,NN,sirene,siren_direct
810061499,SENSOR FACTORY SAS,,62.02A,O,5710,01,sirene,siren_direct
810122846,NSA CONSULTANTS,,62.02A,O,5710,01,sirene,siren_direct
810157982,MOBICOOP,,63.11Z,O,5660,12,sirene,siren_direct
810186742,ALTER&COM',,62.01Z,O,9220,NN,sirene,siren_direct
810281253,VOXEUROP ASSOCIATION,,63.12Z,O,9220,NN,sirene,siren_direct
810283556,IDEEZ,,62.02A,O,5710,NN,sirene,siren_direct
810311928,STICKER-LABEL,,63.12Z,O,9220,01,sirene,siren_direct
810502401,NOS PETITES REVOLUTIONS,,62.01Z,O,5710,01,sirene,siren_direct
810535112,ADOPLEX,,62.02A,O,9220,NN,sirene,siren_direct
810594531,LE FANTASTIQUE BAZAR,,62.01Z,O,5499,03,sirene,siren_direct
810686683,"CITEGO-CITES, TERRITOIRE, GOUVERNANCE",,63.12Z,O,9220,01,sirene,siren_direct
810930222,COLIBULLE,,62.01Z,O,9260,NN,sirene,siren_direct
811002369,CONSULTVOX,,62.02A,O,5710,02,sirene,siren_direct
811023746,PXL SAINT MARTIN DE CRAU,,62.02A,O,9220,NN,sirene,siren_direct
811168525,FANTASTICODE,,62.01Z,O,9220,NN,sirene,siren_direct
811170083,FOCUSPORT.FR,,63.12Z,O,9220,NN,sirene,siren_direct
811342609,ATOUM STUDIO,,62.02A,O,5458,NN,sirene,siren_direct
811380344,POPCOM,,62.01Z,O,9220,NN,sirene,siren_direct
811638063,ASSOCIATION LES ECHOS DE COUSPEAU,,62.01Z,O,9220,NN,sirene,siren_direct
811742436,LOKTIS,[ND],62.01Z,O,5499,NN,sirene,siren_direct
811786250,UNION POUR LA PROMOTION DES ENSEIGNEMENTS ET CARRIERES SCIENTIFIQUES,,63.12Z,O,9220,NN,sirene,siren_direct
811815323,FOI DE CANARD,,63.11Z,O,9220,NN,sirene,siren_direct
811841774,HAYYOO,,62.01Z,O,9220,NN,sirene,siren_direct
811933563,LES DESORDINATEURS COMMUNICANTS,,62.01Z,O,9220,NN,sirene,siren_direct
812382992,PROXGROUP,,62.01Z,O,9220,NN,sirene,siren_direct
812435451,COMITE FRANCAIS DES TESTS LOGICIELS,,62.02A,O,9220,NN,sirene,siren_direct
812448819,ENTRE'PRENEURS D'ACTIONS SOLIDAIRES,,62.01Z,O,9220,NN,sirene,siren_direct
812479806,DIGICOOP,,62.01Z,O,5460,03,sirene,siren_direct
812513299,EN VIE A BEZIERS (EVAB),,63.12Z,O,9220,NN,sirene,siren_direct
812641314,COOPGO,,62.01Z,O,5460,02,sirene,siren_direct
812774263,KUNHEIM LINUX USER GROUPE,,62.02A,O,9260,NN,sirene,siren_direct
812803914,TOUTLIMMO21.COM,,62.01Z,O,9220,NN,sirene,siren_direct
812944346,LIBRAIRIE DE MUTUALISATION DES CONNAISSANCES,,62.01Z,O,9220,NN,sirene,siren_direct
813048816,CH ACTEURS DE MISES A DISPOSITIONS ECLAIREES -CHAMADE,,62.01Z,O,9220,NN,sirene,siren_direct
813065042,VISAGO MEDIA,,62.01Z,O,9220,NN,sirene,siren_direct
813097672,WE GOT GAME,,62.01Z,O,9220,NN,sirene,siren_direct
813101110,QUINZEQUINZE,,62.01Z,O,9220,NN,sirene,siren_direct
813211653,GROUPE ROXNETWORK,,63.11Z,O,9220,NN,sirene,siren_direct
813275187,ARCADS,,62.02A,O,5458,01,sirene,siren_direct
813314853,INCUBATEUR NUMERIQUE DANS LE MONDE DE L'INTERNET,,62.01Z,O,9220,NN,sirene,siren_direct
813475258,LOKENRES,,62.02A,O,9220,NN,sirene,siren_direct
813520491,INFORMATICA SPECIAL SERVICES,,62.02A,O,9220,NN,sirene,siren_direct
813538303,CITIZACTION,,63.12Z,O,5710,NN,sirene,siren_direct
813701281,FZ CONSEILS,,62.02A,O,5499,NN,sirene,siren_direct
813760295,AFIDIUM EDITING,,62.01Z,O,5710,NN,sirene,siren_direct
813821279,BAYES IMPACT FRANCE,,62.01Z,O,9220,01,sirene,siren_direct
814045258,SPOTLAB,,62.01Z,O,5458,02,sirene,siren_direct
814117867,ABC MEDIAS EVENEMENTIEL,,63.12Z,O,9220,NN,sirene,siren_direct
814256475,CODINGUP,,62.01Z,O,9220,NN,sirene,siren_direct
814327102,PRISON INSIDER (PI),,63.12Z,O,9220,11,sirene,siren_direct
814637708,URGENCES SOINS INTENSIFS TRINITE,,62.02A,O,9220,NN,sirene,siren_direct
814878419,ASSOCIATION ORELLA,,62.01Z,O,9220,NN,sirene,siren_direct
814972584,NORMANDIGITAL RESEAU NORMAND DES PROFESSIONNELS DU NUMERIQUE,,62.02A,O,9220,NN,sirene,siren_direct
815004395,LE FILAMENT,,62.02A,O,5458,02,sirene,siren_direct
815057880,MISE EN RELATION DE PARTICULIERS POUR LE TRANSPORT DE COLIS,,63.12Z,O,9220,NN,sirene,siren_direct
815186416,INFORMACORSE,,62.01Z,O,9220,NN,sirene,siren_direct
815291539,WEGIVE TECHNOLOGIES,,62.01Z,O,5710,NN,sirene,siren_direct
815296793,CLUB GAMING DE L'INSTITUT NATIONAL DES SCIENCES APPLIQUEES CENTRE VAL DE LOIRE,,58.21Z,O,9220,NN,sirene,siren_direct
815321559,ORLAC SOLUTIONS,,58.29C,O,5710,NN,sirene,siren_direct
815374830,ONOFFON,,62.01Z,O,9220,NN,sirene,siren_direct
817390875,MARL DIGITAL SERVICES,,62.02A,O,5710,03,sirene,siren_direct
817487267,VUES SUR LE MONDE,,63.12Z,O,9220,NN,sirene,siren_direct
817527070,STREET GEEK SECURITY,,62.01Z,O,9220,NN,sirene,siren_direct
817581234,JUNIOR INFORMATIQUE DES ORGANISATIONS,,62.01Z,O,9220,NN,sirene,siren_direct
817646219,WEB ASSO ARCHIPEL,,62.01Z,O,9220,NN,sirene,siren_direct
817654874,SPLENIUM,,62.02A,O,5710,01,sirene,siren_direct
817705734,NEW SAVOUR,,62.01Z,O,9220,NN,sirene,siren_direct
817967201,FABLAB L'EST - H30,,62.02A,O,9220,02,sirene,siren_direct
818036238,LES HACKTIVATEURS,,62.02A,O,9220,NN,sirene,siren_direct
818054207,COOPACOMP,,62.01Z,O,5560,01,sirene,siren_direct
818093270,KRAZYKOM,,62.01Z,O,9220,NN,sirene,siren_direct
818116469,OBSERVATOIRE INFORMATISE DU PATRIMOINE CULTUREL ET HISTORIQUE,,63.11Z,O,9220,NN,sirene,siren_direct
818145302,SOFTNLABS,,62.01Z,O,5710,11,sirene,siren_direct
818186595,CENTRE DE RESSOURCES INFORMATIQUE POUR LES ASSOCIATIONS ET LES COLLECTIVITES,,62.02A,O,9220,00,sirene,siren_direct
818256695,GERMARIANNE,,63.12Z,O,9220,NN,sirene,siren_direct
818380065,TYCHECLOUD FRANCE,,62.02A,O,5499,NN,sirene,siren_direct
818383093,H4H,,62.02A,O,5710,12,sirene,siren_direct
818472565,LES PETITS GENIES,,62.01Z,O,9220,NN,sirene,siren_direct
818583338,SUPERVAN,,62.01Z,O,5710,12,sirene,siren_direct
818621930,BUSIT,,58.29C,O,5710,03,sirene,siren_direct
818875536,BOOSTHEBERG,,63.11Z,O,9220,NN,sirene,siren_direct
818937484,NEA IDF,,62.01Z,O,5710,12,sirene,siren_direct
819151663,FACE SUD HOTELS,,62.01Z,O,9220,NN,sirene,siren_direct
819312638,THINK-TANKS'MEDIA,,63.11Z,O,9220,NN,sirene,siren_direct
819611864,LINKEE,,58.29C,O,5710,11,sirene,siren_direct
819787086,APPLICATIONS WEB POUR ASSOCIATIONS,,62.01Z,O,9220,NN,sirene,siren_direct
819845256,"SYSTEMES D'INFORMATION, RESEAUX INFORMATIQUES, MANAGEMENT DES ORGANISATIONS",,62.02A,O,9220,NN,sirene,siren_direct
820046662,E-COSI,,62.02A,O,5460,11,sirene,siren_direct
820256840,JUNIOR DATA ANALYSTS,,63.11Z,O,9220,NN,sirene,siren_direct
820263390,MONBIEN FR,,63.11Z,O,5710,NN,sirene,siren_direct
820312676,MEDI@INSERT,,62.02A,O,9220,NN,sirene,siren_direct
820412609,CHICOUFS ET PAPINAUTES,,62.01Z,O,9220,NN,sirene,siren_direct
820503753,FAIRNESS,,62.02A,O,5460,03,sirene,siren_direct
820553642,ENSEMBLE ICI-VALLEE DE LA DROME/DIOIS,,63.12Z,O,9220,NN,sirene,siren_direct
820628030,COM N'SITE,,62.01Z,O,9220,NN,sirene,siren_direct
820652402,LAB'ROUSSE,,62.01Z,O,9220,NN,sirene,siren_direct
820814721,CLUB INFORMATIQUE DE SAINT HILAIRE LEZ CAMBRAI,,62.02A,O,9220,NN,sirene,siren_direct
821046182,PC VINCANAISE,,62.02B,O,9220,NN,sirene,siren_direct
821070943,ACENSI GRAND OUEST,,62.02A,O,5499,12,sirene,siren_direct
821148707,GROUPE NGS HOSTING,,63.11Z,O,9220,NN,sirene,siren_direct
821176500,ODASS,,62.01Z,O,5458,NN,sirene,siren_direct
821259272,NALTAE,,62.02A,O,5499,01,sirene,siren_direct
821264025,ACTIONS D'ACCOMPAGEMENT INFORMATIQUE AUX PERSONNES,,62.02A,O,9220,NN,sirene,siren_direct
821278660,LA CAGNOTTE DES PROCHES,,63.12Z,O,5710,02,sirene,siren_direct
821296969,NETMICRO,,62.02A,O,9220,NN,sirene,siren_direct
821428059,TOUS NUMERIQUES,,62.02A,O,9220,NN,sirene,siren_direct
821489697,COTURNIX,,62.01Z,O,5710,NN,sirene,siren_direct
821511748,6THEMIS,,62.01Z,O,5710,NN,sirene,siren_direct
821551108,THE GREEN SOCKS,,62.02A,O,5710,NN,sirene,siren_direct
821683315,JDS WEB,,62.01Z,O,5499,03,sirene,siren_direct
821779030,COD'IT,,62.01Z,O,5710,01,sirene,siren_direct
821960770,YACO,,62.02A,O,9220,NN,sirene,siren_direct
822089835,ARTIL,,62.02A,O,5710,11,sirene,siren_direct
822152336,MAJERTI,,62.01Z,O,5458,02,sirene,siren_direct
822171666,COCCI DRIVING,,63.12Z,O,9220,NN,sirene,siren_direct
822209110,EXONET3I,,62.01Z,O,9220,NN,sirene,siren_direct
822223038,L'EFFET LIBRE,,62.01Z,O,9220,NN,sirene,siren_direct
822228110,PLATEFORMES PEDAGOGIQUES MULTIMEDIA,,62.01Z,O,9220,NN,sirene,siren_direct
822347605,ENDEMIK INFORMATIQUE,,62.01Z,O,9220,NN,sirene,siren_direct
822476883,SOS PARTICULIERS,,62.02A,O,9220,NN,sirene,siren_direct
822566493,SIGN ME TRAVEL,,63.11Z,O,9220,NN,sirene,siren_direct
822597225,L'EMPIRE CONTRE ATTAQUE,,62.01Z,O,9220,NN,sirene,siren_direct
822739181,HEI-DA,,62.02A,O,9220,01,sirene,siren_direct
822756508,SAS KALLISTE,,58.29C,O,5710,NN,sirene,siren_direct
822878260,SAFARI CONSEIL,,62.02A,O,5710,NN,sirene,siren_direct
822933909,LINESTIE,,62.01Z,O,5710,02,sirene,siren_direct
823066360,THE SAGES,,62.01Z,O,9220,NN,sirene,siren_direct
823066444,SEMEOZ,,63.12Z,O,9220,NN,sirene,siren_direct
823125372,MBB,,62.02A,O,9220,NN,sirene,siren_direct
823216130,STUPEFIX CONSEIL,,62.02A,O,5499,NN,sirene,siren_direct
823367586,JDR DEV,,62.01Z,O,9220,NN,sirene,siren_direct
823454608,HENS WORLD,,62.01Z,O,9220,NN,sirene,siren_direct
823553557,DTC INNOVATION,,62.01Z,O,9220,NN,sirene,siren_direct
823589106,SCOOP,,62.01Z,O,5710,NN,sirene,siren_direct
823614623,OPENAIRINTERFACE,,62.02A,O,9220,11,sirene,siren_direct
823647698,WEBTEAL,,62.01Z,O,9220,NN,sirene,siren_direct
823692231,ARPSCHUINO,,62.01Z,O,9220,NN,sirene,siren_direct
823864343,ASSOCIATION DES PRODUCTEURS FERMIERS DU DRIVE DU CALVADOS,,62.01Z,O,9220,NN,sirene,siren_direct
823896592,BEWAY,,62.01Z,O,9220,NN,sirene,siren_direct
823904503,ASSOCIATION DE GESTION DE L ESPACE DE COWORKING L ANGLE NUMERIQUE - AGECAN,,63.11Z,O,9220,NN,sirene,siren_direct
823946983,TWIZA,,62.01Z,O,5710,02,sirene,siren_direct
824057913,EKITEK,,62.02A,O,5710,NN,sirene,siren_direct
824094288,CARACOSH INSERTION,,62.02B,O,5710,NN,sirene,siren_direct
824399604,AIRIT,,62.02A,O,5710,01,sirene,siren_direct
824401103,SYSTEMLAB,,62.02A,O,9220,NN,sirene,siren_direct
824493134,LE GRAND PLATEAU,,63.12Z,O,9220,NN,sirene,siren_direct
824614416,ALLSGROUP,,63.11Z,O,9220,NN,sirene,siren_direct
824786859,FENOM,,58.29C,O,5710,NN,sirene,siren_direct
824839419,DOCSA,,62.02A,O,5710,NN,sirene,siren_direct
825043177,LES EDITIONS LANGUES SANS FRONTIERES,,58.29B,O,9220,NN,sirene,siren_direct
825302649,AGISTA,,62.01Z,O,5499,NN,sirene,siren_direct
825344583,VERTUOSE,,63.12Z,O,5710,NN,sirene,siren_direct
827488800,NATBRAILLE ASSOCIATION,,62.01Z,O,9220,NN,sirene,siren_direct
827497314,FACTORYZ,,58.29C,O,5710,11,sirene,siren_direct
827499195,BLUE BUDDY ASSOCIATION POUR LE DEVELOPPEMENT D'APPLICATIONS MOBILES ET OBJETS CONNECTES E-SANTE,,58.29C,O,9220,NN,sirene,siren_direct
827567405,LES AMIS D'HUBERT,,62.01Z,O,5710,00,sirene,siren_direct
827624826,EEGLE,,58.29C,O,5710,00,sirene,siren_direct
827813783,COORDINATION DE LANGAGE INFORMATIQUE COMMUN,,63.11Z,O,9220,NN,sirene,siren_direct
827816968,ENERJ,,62.01Z,O,5710,01,sirene,siren_direct
827913849,MONKEY MONEY,,58.29C,O,5710,NN,sirene,siren_direct
827933110,AVAILBEE,,62.02A,O,5710,NN,sirene,siren_direct
827958190,AEVATAR,,62.01Z,O,5710,NN,sirene,siren_direct
828047522,EKOMUNDI,,62.01Z,O,9220,NN,sirene,siren_direct
828055632,MAYAM,,62.01Z,O,5710,02,sirene,siren_direct
828147991,OSCAR FERREIRA  INFORMATIQUE,,62.02A,O,5710,01,sirene,siren_direct
828158246,ASSAS JUNIOR TECH,,62.01Z,O,9220,NN,sirene,siren_direct
828174359,APPLICOLIS,,62.02A,O,9220,NN,sirene,siren_direct
828216846,COMITE EXIA DEV,,62.01Z,O,9220,NN,sirene,siren_direct
828252973,DIGITANIE,,62.02A,O,5460,11,sirene,siren_direct
828255604,ASS CLUB LINUX NORD-PAS DE CALAIS,,63.12Z,O,9220,NN,sirene,siren_direct
828284380,AMANDEYES,,63.12Z,O,9220,NN,sirene,siren_direct
828355693,CIFEA-MKG,,63.11Z,O,5560,01,sirene,siren_direct
828369884,YOOBOOST,,62.01Z,O,5710,NN,sirene,siren_direct
828548818,AGATAS,,58.29C,O,9220,NN,sirene,siren_direct
828550996,ASSOCIATION ASK-ESPORT (AAE),,58.21Z,O,9220,NN,sirene,siren_direct
828582817,MUSEO3D,,62.01Z,O,9220,NN,sirene,siren_direct
828618249,ACTIONS JEUX,,63.12Z,O,9220,NN,sirene,siren_direct
828642868,EURONET PLATFORM,,62.01Z,O,9220,NN,sirene,siren_direct
828691626,AZENTY,,63.12Z,O,9220,NN,sirene,siren_direct
828759191,POINTEUSE PRIVEE,,58.29C,O,9220,NN,sirene,siren_direct
828798348,SANTE ET VERITE,,63.12Z,O,9220,NN,sirene,siren_direct
829019363,ORDINACLUB 33112,,62.02A,O,9220,NN,sirene,siren_direct
829067644,MYRIAGON SOLUTIONS,,62.02A,O,5710,01,sirene,siren_direct
829068394,ARTISAN NUMERIQUE,,62.01Z,O,9220,02,sirene,siren_direct
829132240,ARPIAE,,62.01Z,O,9220,NN,sirene,siren_direct
829485713,DATAMANTRA,,62.02A,O,5710,NN,sirene,siren_direct
829560333,FEELU,,62.01Z,O,9220,NN,sirene,siren_direct
829592203,PLACEHOLDER GAMES,,62.01Z,O,9220,NN,sirene,siren_direct
829607985,PICASOFT,,63.11Z,O,9220,NN,sirene,siren_direct
829678549,MNC,,62.02A,O,5710,01,sirene,siren_direct
829709237,EIGHTY DESIGN,,62.01Z,O,5710,NN,sirene,siren_direct
829861954,MONKEYMONK,,62.01Z,O,5710,02,sirene,siren_direct
830014676,BG CONSEILS,,62.01Z,O,5710,02,sirene,siren_direct
830310090,FAIRTRIP,,63.12Z,O,5710,NN,sirene,siren_direct
830335121,3C CONSEILS,,62.02A,O,5710,01,sirene,siren_direct
830336293,MAC & CHEESE PARTNERS,,62.02A,O,5710,NN,sirene,siren_direct
830473096,ORDIHELP,,62.02B,O,9220,NN,sirene,siren_direct
830496824,N2M SOLUTION,,62.01Z,O,5710,02,sirene,siren_direct
830586079,AIDE INFORMATIQUE,,62.03Z,O,9220,NN,sirene,siren_direct
830636528,CONCERTIME,,63.12Z,O,5710,NN,sirene,siren_direct
830723383,ACTU AND CO,,62.01Z,O,9220,NN,sirene,siren_direct
830832788,HOUSENFLAT,,63.12Z,O,5710,NN,sirene,siren_direct
830834511,PC MEDIA,,62.02B,O,9220,NN,sirene,siren_direct
830987095,MYLABEL,,62.01Z,O,5710,02,sirene,siren_direct
830989604,TALENTS CHEZ MOI,,63.12Z,O,5710,NN,sirene,siren_direct
831064886,ASSOCIATION DES AVOCATS NUMERIQUES,,62.02A,O,9220,NN,sirene,siren_direct
831070818,ASSOCIATION SUD-OUEST.ORG,,63.12Z,O,9220,NN,sirene,siren_direct
831090543,LA LIBRERIE,,62.01Z,O,9220,NN,sirene,siren_direct
831213566,CARIF OREF OCCITANIE,,63.11Z,O,9220,12,sirene,siren_direct
831242615,WEB & YOU,,62.01Z,O,9220,NN,sirene,siren_direct
831270095,FRPSUG,,62.02A,O,9220,NN,sirene,siren_direct
831306675,K-REPUBLIQUE,,62.01Z,O,5710,NN,sirene,siren_direct
831327812,DEVOTICS,,63.12Z,O,9220,NN,sirene,siren_direct
831371968,HELLO BIRDS,,62.02A,O,5710,01,sirene,siren_direct
831610118,ORDI'TOUTAGE,,62.02A,O,9220,01,sirene,siren_direct
831610480,CONVERGENCES 26,,62.02A,O,9220,NN,sirene,siren_direct
831673892,LA MEDNUM,,62.02A,O,5560,11,sirene,siren_direct
831685979,BACK2MEDICAL,,62.02A,O,9220,NN,sirene,siren_direct
831712377,ELECTROBJET-ASSOCIATION NATIONALE DU NUMERIQUE,,62.02A,O,9220,NN,sirene,siren_direct
831741202,ASSOCIATION POUR LA LIBRE INFORMATIQUE A L'ECOLE NORMALE SUPERIEURE DE LYON,,62.02A,O,9220,NN,sirene,siren_direct
831834122,HIBERNIAN WORKSHOP,,58.21Z,O,5710,02,sirene,siren_direct
831907688,ASSOCIATION DES MEMBRES D'IPERNITY,,63.11Z,O,9220,NN,sirene,siren_direct
831909692,KLOCKS,,62.03Z,O,9220,NN,sirene,siren_direct
832331797,SAPINET,,63.11Z,O,9220,NN,sirene,siren_direct
832360887,LE BIKLAB,,62.01Z,O,9220,01,sirene,siren_direct
832381727,DIGITAL SALAMANDER,,62.02A,O,5710,11,sirene,siren_direct
832409171,IU CYBER,,62.02A,O,9220,NN,sirene,siren_direct
832483077,NAE-CONSULTING,,62.02A,O,5710,NN,sirene,siren_direct
832487284,ALOHA WEB SOLUTIONS,,62.01Z,O,9220,NN,sirene,siren_direct
832491781,FOXHOUND,,62.01Z,O,9220,NN,sirene,siren_direct
832521355,L'INFORMATIQUE POUR TOUS,,62.02A,O,9220,NN,sirene,siren_direct
832627202,PMTT,,62.01Z,O,5710,NN,sirene,siren_direct
832655088,DIGITAL ARROW CONSULTING,,62.02A,O,5710,NN,sirene,siren_direct
832677140,NOTHING TO HIDE,,62.02A,O,9220,02,sirene,siren_direct
832710487,DATA PLAYERS,,58.29A,O,5460,01,sirene,siren_direct
832766232,ENORME,,62.01Z,O,5710,NN,sirene,siren_direct
832857817,OPTEEM,,62.02A,O,5710,NN,sirene,siren_direct
832910632,SPLURB,,63.12Z,O,5499,01,sirene,siren_direct
832912547,STRAMIS,,63.12Z,O,9220,NN,sirene,siren_direct
833198518,LIGNUM,,63.12Z,O,9220,NN,sirene,siren_direct
833199201,EXPERTISE TECHNOLOGIES MAINTENANCE INFORMATIQUE,,62.02A,O,5460,01,sirene,siren_direct
833256951,AIDE AU DEVELOPPEMENT DU NUMERIQUE ET DES NOUVELLES TECHNOLOGIES (ADENET),,62.01Z,O,9220,NN,sirene,siren_direct
833428030,GOLDONI EN FRANCE,,62.01Z,O,9220,NN,sirene,siren_direct
833450638,1001 DJ,,63.12Z,O,5710,01,sirene,siren_direct
833483316,GROUPE WHDB,,63.11Z,O,9220,NN,sirene,siren_direct
833485964,POLITIKER,,62.01Z,O,5710,NN,sirene,siren_direct
833523137,H C C,,63.11Z,O,5499,00,sirene,siren_direct
833552318,RESSOURCES HUMAINES OFFICES PUBLICS DE L'HABITAT,,63.12Z,O,9220,NN,sirene,siren_direct
833574452,PIT (PARIS INSTITUTE OF INTERACTIVE TECHNOLOGIES),,63.11Z,O,9220,NN,sirene,siren_direct
833738453,OPERATION SOLIDARITE NUMERIQUE,,62.02A,O,9220,NN,sirene,siren_direct
833745235,BREAKOUT,,62.01Z,O,5710,NN,sirene,siren_direct
833847981,QLIKNOW,,62.02A,O,5710,01,sirene,siren_direct
833926249,SITEMANAGER,,62.02A,O,9220,NN,sirene,siren_direct
833947252,MELY CONSULTING,,62.02A,O,5710,NN,sirene,siren_direct
833962772,HACKCLUB,,62.02A,O,9220,NN,sirene,siren_direct
833984461,AROMSERV TECHNOLOGIE,,62.01Z,O,9220,NN,sirene,siren_direct
834075160,IRDP,,62.02B,O,5710,02,sirene,siren_direct
834189615,STARTIN'TECH,,62.01Z,O,9220,NN,sirene,siren_direct
