siren,denominationUniteLegale,activitePrincipaleUniteLegale,sources,methode_jointure
503807687,VISION D'ART,62.01Z,ess_france|sirene,siren_direct
503811523,ASS INFORMATIQUE BASTIDANE,62.02A,ess_france|sirene,siren_direct
503831935,CLUB INFORM@TIQUE HERB@LTOIS,62.02A,ess_france|sirene,siren_direct
503862161,SOS MEDIA SERVICE INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
503868671,ALTERNATIVE LIBRE INFORMATIQUE NIORTAIS ASSOCIATIF,62.02A,ess_france|sirene,siren_direct
503941643,ACCOMPAGN PERSONNAL POUR INFORMAT SEREINE,62.02A,ess_france|sirene,siren_direct
504058090,ASSOCIATION TRIPLE A,63.11Z,ess_france|sirene,siren_direct
504061839,MICRO SYSTEMES ASSISTANCE,62.02B,ess_france|sirene,siren_direct
504323643,AIKONLAB,62.01Z,ess_france|sirene,siren_direct
504514738,RAPID PC DEVELOPPEMENT,58.29B,ess_france|sirene,siren_direct
504645946,LES ARCHIVES DU SPECTACLE,62.01Z,ess_france|sirene,siren_direct
504780313,EXCEL GRAND-EST,62.02A,ess_france|sirene,siren_direct
504957663,ENTRE GENS,58.29C,ess_france|sirene,siren_direct
507661023,INVENTIV IT,62.02A,ess_france|sirene,siren_direct
507677631,MEDIA CARAIBES NET WORK,62.02A,ess_france|sirene,siren_direct
507717668,ARTISAN NUMERIQUE,62.02A,ess_france|sirene,siren_direct
507726750,PLUSJAMAISSEUL(E).COM,62.01Z,ess_france|sirene,siren_direct
507957298,NEVALYS INTERACTIVE,62.03Z,ess_france|sirene,siren_direct
508132800,EXOCET L'ASSOC.COM,63.11Z,ess_france|sirene,siren_direct
508238532,MAXIME AND CO,62.01Z,ess_france|sirene,siren_direct
508331311,CLUB MICRO SAINT MAUR,62.02A,ess_france|sirene,siren_direct
508357290,GUADELOUPE MARIAGE,63.12Z,ess_france|sirene,siren_direct
508474111,EKODAFRIK.NET,62.01Z,ess_france|sirene,siren_direct
508519295,INFORMATIQUE CLUB EN PAYS FOYEN,62.02A,ess_france|sirene,siren_direct
508563632,CLUB MICRO-INFORMATIQUE DE NEUILLAY-LES-BOIS,62.02A,ess_france|sirene,siren_direct
508899010,FORMATION-PROGRAMMATION-MAINTENANCE-INFORMATIQUE,62.01Z,ess_france|sirene,siren_direct
509027520,GITES SUD-ATLANTIQUES,63.12Z,ess_france|sirene,siren_direct
509108809,CREATION HEBERGEMENT GESTION ET DEVELOPPEMENT DE SITE WEB,63.11Z,ess_france|sirene,siren_direct
509229860,J'AIME LA MULTIMEDIA,62.02A,ess_france|sirene,siren_direct
509447785,MUTINS,62.02A,ess_france|sirene,siren_direct
509477550,CONCEPTOR,62.01Z,ess_france|sirene,siren_direct
509635819,CULTURE NUMERIQUE,62.02A,ess_france|sirene,siren_direct
509927604,IP EDITIONS,63.12Z,ess_france|sirene,siren_direct
510302409,LES WEBS DU GEVAUDAN,63.11Z,ess_france|sirene,siren_direct
510360803,ECLECTIC.COOP,62.02A,ess_france|sirene,siren_direct
510491483,CLUB INFORMATIQUE DE THORIGNY SUR MARNE,62.02A,ess_france|sirene,siren_direct
510527005,NETHIK,62.01Z,ess_france|sirene,siren_direct
511003659,ASSOCIATION DE GESTION D'AEROWEB-FR.NET (AGAW),63.12Z,ess_france|sirene,siren_direct
511083313,OBSERVATOIRE DU LOGEMENT NEUF DES PAYS DE LA LOIRE,63.11Z,ess_france|sirene,siren_direct
511385734,IMAGINE-MEDIA,62.01Z,ess_france|sirene,siren_direct
511554792,ASSOCIATION HDWEB SERVICES,62.01Z,ess_france|sirene,siren_direct
511591596,VIDOC,63.11Z,ess_france|sirene,siren_direct
511812976,CLUB INFORMATIQUE RUCHELAIS,62.02A,ess_france|sirene,siren_direct
511986176,TERRE SACREE,62.01Z,ess_france|sirene,siren_direct
513257014,ASSOCIATION D'ECONOMIE RURALE PUY  DE DOME,62.02A,ess_france|sirene,siren_direct
513258236,AUTISME ET APPRENTISSAGES,58.29B,ess_france|sirene,siren_direct
513647636,L'AROBASE,62.02A,ess_france|sirene,siren_direct
514034230,SAMES WIRELESS,62.01Z,ess_france|sirene,siren_direct
514495548,DESCODE,62.01Z,ess_france|sirene,siren_direct
514536952,ASS INFORMATIQUE ENTRE HAMY,62.02A,ess_france|sirene,siren_direct
515049526,PV SECURITE GRAND EST,62.02A,ess_france|sirene,siren_direct
515052355,SOS FAI,62.01Z,ess_france|sirene,siren_direct
517458436,WEBGOMBO,62.02A,ess_france|sirene,siren_direct
517492310,SIX FOURS INFORMATIQUE CLUB,62.01Z,ess_france|sirene,siren_direct
517549515,MYFIDES,62.02A,ess_france|sirene,siren_direct
517778155,ATELIER MULTIMEDIA INFORMATIQUE DU VAR,62.02A,ess_france|sirene,siren_direct
517865655,DEVCOOP,62.02A,ess_france|sirene,siren_direct
517901658,ASSOCIATION ONE STATION,63.12Z,ess_france|sirene,siren_direct
518659131,H2C CONSEIL,62.02A,ess_france|sirene,siren_direct
518761515,ASSOCIATION COMITE  D'ETUDE SCIENTIFIQUE ET INFORMATIQUE TOPONYMIE CORSE,62.01Z,ess_france|sirene,siren_direct
519217541,2 DE COEUR,62.01Z,ess_france|sirene,siren_direct
519271548,SOCIETE COOPERATIVE DE PRODUCTION SAFOBE AGENCE WEB A RESPONSABILITE LIMITEE A CAPITAL VARIABLE,62.01Z,ess_france|sirene,siren_direct
519382261,VISUAL CLUB,62.02A,ess_france|sirene,siren_direct
519553960,AUVERGNE JUNIOR CONSULTING,62.01Z,ess_france|sirene,siren_direct
520337239,VISIOWORLD,62.01Z,ess_france|sirene,siren_direct
520438334,AIDE INFORMATIQUE DE CENON,62.02A,ess_france|sirene,siren_direct
520465204,3DGRAPHIC,62.01Z,ess_france|sirene,siren_direct
520505173,AYOKAI TECH ASSOCIATION AND SOFTWARE QUALITY ORGANIZATION,62.02A,ess_france|sirene,siren_direct
520858887,NON FICTION,62.01Z,ess_france|sirene,siren_direct
521469759,WEB-REALISATION,62.01Z,ess_france|sirene,siren_direct
521489492,FRANCE ACL,63.11Z,ess_france|sirene,siren_direct
521493650,SCOP DATA,62.03Z,ess_france|sirene,siren_direct
521950709,ARTS MEDIA PRODUCTION,62.01Z,ess_france|sirene,siren_direct
522002930,CALEIDO-SCOP,62.01Z,ess_france|sirene,siren_direct
522214105,FORUM REGIONAL DES ARTS PLASTIQUES,63.12Z,ess_france|sirene,siren_direct
522547124,GROUPE SITISIMO,63.11Z,ess_france|sirene,siren_direct
522612027,PROTEC DOMAINS,62.03Z,ess_france|sirene,siren_direct
523571768,BE GOOD PROJECT,63.12Z,ess_france|sirene,siren_direct
523581973,MAGNETIC,62.02A,ess_france|sirene,siren_direct
523595098,LA COMPAGNIE DES AIDANTS,63.12Z,ess_france|sirene,siren_direct
524230273,AMIEZ,62.01Z,ess_france|sirene,siren_direct
524416088,FAVOURITESTATION GROUPE,63.11Z,ess_france|sirene,siren_direct
524469699,ASSOCIATION STRASWEB,62.01Z,ess_france|sirene,siren_direct
524631710,COMITE DE BASSIN D'EMPLOI DU NIORTAIS ET HAUT VAL DE SEVRE,63.11Z,ess_france|sirene,siren_direct
525152757,PIXXCLUB.COM- FOURNISSEUR DE PHOTOS CLUBBING,63.11Z,ess_france|sirene,siren_direct
525190153,INTERNET LIBRE ET OUVERT POUR TOUS DANS L'HERAULT,63.12Z,ess_france|sirene,siren_direct
525335535,ELECTRON NETWORK FREE,63.12Z,ess_france|sirene,siren_direct
527983258,LOR'ACTU,63.12Z,ess_france|sirene,siren_direct
528046832,ANGSTPROD,63.12Z,ess_france|sirene,siren_direct
528795347,RESEAU NUMERIQUE RURAL VILLACOIS,62.03Z,ess_france|sirene,siren_direct
528987845,ZOOM PICTURES,62.01Z,ess_france|sirene,siren_direct
529103764,MARSEILLE WEB TELEVISION,63.11Z,ess_france|sirene,siren_direct
529907362,NEXT WEB,62.02A,ess_france|sirene,siren_direct
529972069,OSIAD,62.02A,ess_france|sirene,siren_direct
530130079,DOUBLE CLIC,62.02A,ess_france|sirene,siren_direct
530154871,SUD WEB,62.02A,ess_france|sirene,siren_direct
530183938,PASSE CROISEE,63.11Z,ess_france|sirene,siren_direct
530550953,COM@ARTIZ,63.11Z,ess_france|sirene,siren_direct
530711662,3ITECH,62.02A,ess_france|sirene,siren_direct
530828284,ONELA,62.02A,ess_france|sirene,siren_direct
531149995,UNION PORTUAIRE CAENNAISE,62.02B,ess_france|sirene,siren_direct
531274868,GROUPE INTERNATIONAL D EXPERTS EN SYSTEMES VITIVINICOLES POUR LA COOPERATION,63.12Z,ess_france|sirene,siren_direct
531502839,CLUB LUDOVICIEN D'INFORMATIQUE ET DE COMMUNICATION,62.02A,ess_france|sirene,siren_direct
531723864,SINAC,62.02A,ess_france|sirene,siren_direct
531838662,HORS DES CLOUS,62.01Z,ess_france|sirene,siren_direct
531978591,ALTER-VIEW,62.01Z,ess_france|sirene,siren_direct
531984862,CEICOM SOLUTIONS,58.29C,ess_france|sirene,siren_direct
532125192,ALPINUX LE LUG DE SAVOIE,62.01Z,ess_france|sirene,siren_direct
532222221,SOCIETE COOPERATIVE EN INFORMATIQUE LIBRE (SCIL),62.02A,ess_france|sirene,siren_direct
532262268,HUPSTREAM,62.01Z,ess_france|sirene,siren_direct
532661741,ASSOC KERNEL-WEB,63.11Z,ess_france|sirene,siren_direct
532674272,OPENSCOP,62.02A,ess_france|sirene,siren_direct
533064275,DIGITWEB,62.01Z,ess_france|sirene,siren_direct
533215505,CLUB INFORMATIQUE GUERIGNOIS,62.01Z,ess_france|sirene,siren_direct
533717856,3D CONSUMER ASSOCIATION,62.01Z,ess_france|sirene,siren_direct
533784591,COMEX ELECTRONICS AB,62.01Z,ess_france|sirene,siren_direct
534436837,ASS POUR LE DEVELOPPEMENT D'INTERNET DANS LE PAYS BRIARD ADIPAB,62.01Z,ess_france|sirene,siren_direct
534462437,ANDEVIA,62.01Z,ess_france|sirene,siren_direct
534776547,LA THEATROTHEQUE.COM,63.11Z,ess_france|sirene,siren_direct
534800867,LOGICIEL COLLECTIF D IDENTIFICATION ET DE TRACABILITE DES ANIMAUX,63.11Z,ess_france|sirene,siren_direct
534887369,CHRETIENS  AUJOURD'HUI,63.12Z,ess_france|sirene,siren_direct
535026603,E-LEARNING TOUCH',62.02A,ess_france|sirene,siren_direct
535115729,CADOLES,62.02A,ess_france|sirene,siren_direct
535199723,LOURDES ACTU,63.12Z,ess_france|sirene,siren_direct
535202568,VIGISOL,63.11Z,ess_france|sirene,siren_direct
537386393,WIKIPASDECALAIS,62.01Z,ess_france|sirene,siren_direct
538021783,LIBRE SHOP,62.01Z,ess_france|sirene,siren_direct
538190976,ASSOCIATION ITN 47,62.01Z,ess_france|sirene,siren_direct
538238973,LE DEDANS DU BOCAL,62.01Z,ess_france|sirene,siren_direct
538396094,SALLANCHES DATA NETWORK,62.01Z,ess_france|sirene,siren_direct
538435272,SIGMAP,63.11Z,ess_france|sirene,siren_direct
538811944,TROOPERS WEB REPUBLIC,62.01Z,ess_france|sirene,siren_direct
538977901,NECTAR DE CODE,62.01Z,ess_france|sirene,siren_direct
539439760,OUEST MEDIALAB,62.02A,ess_france|sirene,siren_direct
539616490,AIDE A DOMICILE AU NUMERIQUE,62.02B,ess_france|sirene,siren_direct
539713743,NOVASYS,62.02A,ess_france|sirene,siren_direct
539834366,SCOP ARTICS,62.01Z,ess_france|sirene,siren_direct
539854448,RENDEZ-VOUS,62.01Z,ess_france|sirene,siren_direct
539995431,DE LA VISITE D'ENTREPRISE,63.12Z,ess_france|sirene,siren_direct
540082062,MEDI@TIZ,62.01Z,ess_france|sirene,siren_direct
750099913,ZHEBERG,62.01Z,ess_france|sirene,siren_direct
750123507,CAUSAVOSTRA,62.03Z,ess_france|sirene,siren_direct
750161127,LINKIRL,62.01Z,ess_france|sirene,siren_direct
750584864,OP3FT,62.01Z,ess_france|sirene,siren_direct
751389693,ASSOCIATION TICIO,63.11Z,ess_france|sirene,siren_direct
751533498,FABVLVS,58.29C,ess_france|sirene,siren_direct
751633777,K2O,62.02A,ess_france|sirene,siren_direct
751806969,CORULYS,62.02A,ess_france|sirene,siren_direct
751978818,GROUPEMENT ASSOCIATIF DE COOPERATION SYNERGIE,62.02A,ess_france|sirene,siren_direct
752464966,EXANTIS INFORMATIQUE,62.02B,ess_france|sirene,siren_direct
752548149,ENOVALP,62.02A,ess_france|sirene,siren_direct
752633321,TERRITOIRES MULTIMEDIAS,58.29A,ess_france|sirene,siren_direct
752834366,CAPT'AIN DISCOUNT,62.01Z,ess_france|sirene,siren_direct
753547751,WEBOPTION,63.12Z,ess_france|sirene,siren_direct
753648633,ENVIRONNEMENT SONORE,62.01Z,ess_france|sirene,siren_direct
753770122,FREQUENCE SUD,63.12Z,ess_france|sirene,siren_direct
753955277,EMPREINTES,62.02A,ess_france|sirene,siren_direct
753955996,ASSOCIATION FRANCE-IOI,62.01Z,ess_france|sirene,siren_direct
775604663,A E R DE LOIRE ATLANTIQUE,62.01Z,ess_france|sirene,siren_direct
778196048,ASSOC GESTION ENTR A R P E G E,63.11Z,ess_france|sirene,siren_direct
778456616,COMITE DES FOIRES DE FOURS,63.11Z,ess_france|sirene,siren_direct
778478487,JURIFIS,63.11Z,ess_france|sirene,siren_direct
779314434,OKTEO COOP,63.11Z,ess_france|sirene,siren_direct
780704771,ASSOCIATION EQUADE,62.03Z,ess_france|sirene,siren_direct
780745188,SOC ORGANI FOIRES ET SALON PAYS D'AUGE,63.11Z,ess_france|sirene,siren_direct
781081385,COMICE AGRICOLE PAYS BRAY REGION EST,63.11Z,ess_france|sirene,siren_direct
781122916,INSTITUT DROIT INTERNATIONAL TRANSPORTS,63.11Z,ess_france|sirene,siren_direct
784448854,ASS SCIENT INFOR TOXIC THERAP,63.11Z,ess_france|sirene,siren_direct
784844953,CTRE INFORMATION UTILISATEURS PROGICIELS,62.02A,ess_france|sirene,siren_direct
788675486,SIGNES ET FORMATIONS,62.02A,ess_france|sirene,siren_direct
788750339,STANLEY KUBRICK ONE-POINT PERSPECTIVE,62.01Z,ess_france|sirene,siren_direct
789487998,PRAGMA PERITUS,62.01Z,ess_france|sirene,siren_direct
789553922,SIER@,63.11Z,ess_france|sirene,siren_direct
789561248,ASSO KIBOUGE,62.01Z,ess_france|sirene,siren_direct
789622024,OCHELYS,62.02A,ess_france|sirene,siren_direct
789715422,WESOFT,62.01Z,ess_france|sirene,siren_direct
789794864,METAPHYSIK,62.01Z,ess_france|sirene,siren_direct
789861341,PHON O'GRAF,62.01Z,ess_france|sirene,siren_direct
789930815,RADIOAB-LIVE - LA MUSIQUE SANS LIMITE,62.01Z,ess_france|sirene,siren_direct
790167837,LOUTY,62.01Z,ess_france|sirene,siren_direct
790212450,SCOPYLEFT,62.01Z,ess_france|sirene,siren_direct
790296677,GAME IN LAB,58.21Z,ess_france|sirene,siren_direct
790300016,NIHOST,63.11Z,ess_france|sirene,siren_direct
790351910,SCIC MNEMOTIX,62.02A,ess_france|sirene,siren_direct
790552640,GROUPE DE REFLEXION SUR LES EMPREINTES ECOLOGIQUES LOCALES,62.01Z,ess_france|sirene,siren_direct
790602452,ASSOCIATION DES GDS (AGDS),62.02B,ess_france|sirene,siren_direct
791112691,JRASSIC GAMES,63.12Z,ess_france|sirene,siren_direct
791266562,CORIOLYS,62.01Z,ess_france|sirene,siren_direct
791715790,GROUPE PULSEHEBERG,63.11Z,ess_france|sirene,siren_direct
791878556,ASSOCIATION PLANETE LOSANGE,63.12Z,ess_france|sirene,siren_direct
792377731,AKRETION FRANCE,62.01Z,ess_france|sirene,siren_direct
792407421,AVIZZEO,62.02A,ess_france|sirene,siren_direct
792424053,TOUS LES FESTIVALS,62.01Z,ess_france|sirene,siren_direct
792665770,SYSTEME PROFESSIONNEL D INFORMATION SUR L ELEVAGE,63.11Z,ess_france|sirene,siren_direct
793223249,CONFLUENCE CONSEIL,62.02A,ess_france|sirene,siren_direct
793236969,LOGEAS INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
793269044,ICOV'ON,62.01Z,ess_france|sirene,siren_direct
793286717,ALSACE LE DEPLACEMENT LIBRE,63.11Z,ess_france|sirene,siren_direct
793318759,ART CONTEMPORAIN EN AUVERGNE RHONE ALPES,63.12Z,ess_france|sirene,siren_direct
793411778,HASHBANG,62.02A,ess_france|sirene,siren_direct
793594938,MOUVEMENT CITOYEN POUR LA PROTECTION ANIMALE,63.11Z,ess_france|sirene,siren_direct
793602442,GLOBAL FWI,63.12Z,ess_france|sirene,siren_direct
793709577,STUDIO BLACK FLAG,58.21Z,ess_france|sirene,siren_direct
793791955,CONSTRUCTION21 FRANCE,63.12Z,ess_france|sirene,siren_direct
793908054,ASS INFO-WEB,62.02A,ess_france|sirene,siren_direct
794029421,VODOLIS,62.03Z,ess_france|sirene,siren_direct
794228353,NEXTTIME TV,63.11Z,ess_france|sirene,siren_direct
794242909,SCOP IT,62.02A,ess_france|sirene,siren_direct
794255497,ASSOCIATION DE RECHERCHE EN INFORMATIQUE APPLIQUEE,62.01Z,ess_france|sirene,siren_direct
794743534,ACHETEZASAINTAMAND,63.12Z,ess_france|sirene,siren_direct
794875963,ASSOMEDOC.COM,62.01Z,ess_france|sirene,siren_direct
795110675,LAB TRANSMEDIA MARSEILLE,62.01Z,ess_france|sirene,siren_direct
795177484,OPDOP,62.02A,ess_france|sirene,siren_direct
795291053,COMMUNAUTE CAPDEMAT,58.29C,ess_france|sirene,siren_direct
797572864,HORUS HEALTHCARE SYSTEMS,62.01Z,ess_france|sirene,siren_direct
797809472,LES AMIS DE UNITEXT,62.01Z,ess_france|sirene,siren_direct
798017489,GAME DEV PARTY,58.21Z,ess_france|sirene,siren_direct
798134243,KAPEI,62.02A,ess_france|sirene,siren_direct
798175428,PROXI-INFO,62.02A,ess_france|sirene,siren_direct
798363958,ANNUAIRE LOUIS LE GRAND,62.01Z,ess_france|sirene,siren_direct
798632717,7TH ARTHOUSE,62.02B,ess_france|sirene,siren_direct
798688610,TROYES POINT ZERO,62.01Z,ess_france|sirene,siren_direct
799466966,CHARAONE,62.01Z,ess_france|sirene,siren_direct
799724166,DIXQUINZE,62.01Z,ess_france|sirene,siren_direct
799823521,LE CLUB DE L'INFORMATIK,62.02A,ess_france|sirene,siren_direct
800094294,OISUX,62.01Z,ess_france|sirene,siren_direct
800213126,CERCLE D'ENTRAIDE ET RESEAU COOPERATIF AUTOUR DES LOGICIELS LIBRES,62.02A,ess_france|sirene,siren_direct
800658619,MADE YOUR WEB,62.01Z,ess_france|sirene,siren_direct
800916504,AGENCE BLANCHE,62.02A,ess_france|sirene,siren_direct
801034240,SINOUVE,58.29C,ess_france|sirene,siren_direct
801156902,CLUB-INTERFACES,62.02A,ess_france|sirene,siren_direct
801201179,LA SOURIS,62.01Z,ess_france|sirene,siren_direct
801363698,CLUB INFOBIO PROFIL,62.01Z,ess_france|sirene,siren_direct
801372509,STRANGE MEN STUDIO,58.21Z,ess_france|sirene,siren_direct
801385758,SENCYB,62.01Z,ess_france|sirene,siren_direct
801399684,HEBERGEUR FIRSTGAMINGHOST,63.11Z,ess_france|sirene,siren_direct
801819749,ASSOCIATION INTERNATIONALE DES UTILISATEURS DE NOOJ,62.01Z,ess_france|sirene,siren_direct
801984147,CLUB INFORMATIQUE BIESHEIM,62.02A,ess_france|sirene,siren_direct
802398628,SPIRIT OF GAMER TEAM,62.01Z,ess_france|sirene,siren_direct
802459263,ASSOCIATION SUDS LITERAIRES,62.01Z,ess_france|sirene,siren_direct
802586388,MUSICA FICTA,63.11Z,ess_france|sirene,siren_direct
802649491,JT INFORMATIQUE SECURITE,62.02A,ess_france|sirene,siren_direct
802742494,MEDECINE PC,62.02A,ess_france|sirene,siren_direct
802788828,ASSOCIATION LEZARDIF,62.01Z,ess_france|sirene,siren_direct
802810325,MEDILINK,62.01Z,ess_france|sirene,siren_direct
802869099,LRDC,62.02A,ess_france|sirene,siren_direct
802915454,BSA GROUP,62.02A,ess_france|sirene,siren_direct
802995183,1029ACCESS,62.01Z,ess_france|sirene,siren_direct
802996132,ASS LA PARENTHESE MUSICALE,63.11Z,ess_france|sirene,siren_direct
803085406,PROGRAMMING AND SERVICES BY TEKS,62.01Z,ess_france|sirene,siren_direct
803107770,ALLIANCE CPL-G3,62.01Z,ess_france|sirene,siren_direct
803113414,CASUS LUDI,62.01Z,ess_france|sirene,siren_direct
803234715,ASSOCIATED RESEARCH CENTER FOR ADVANCES IN NEURO-IMAGING,62.01Z,ess_france|sirene,siren_direct
803266105,CLUB INFORMATIQUE DE VAUX SUR MER,62.01Z,ess_france|sirene,siren_direct
803338656,WIKIVOX,62.01Z,ess_france|sirene,siren_direct
803488014,MESO-STAR,62.02A,ess_france|sirene,siren_direct
803555630,ASSOCIATION TRACABILITE ET DEVELOPPEMENT D'OUTILS POUR L'IDENTIFICATION ET DE LOGICIELS EN ELEVAGE,63.11Z,ess_france|sirene,siren_direct
803611102,LA LORGNETTE,62.01Z,ess_france|sirene,siren_direct
803805571,GET TELECOM,62.02A,ess_france|sirene,siren_direct
803908912,ALLNETWORKS,62.02A,ess_france|sirene,siren_direct
803909647,LENGADOC-INFO,63.12Z,ess_france|sirene,siren_direct
803911502,TOULOUSE INFOS,63.12Z,ess_france|sirene,siren_direct
803964055,ASSOCIATION INSANE,62.01Z,ess_france|sirene,siren_direct
804000933,COLLECTIF FRAGMENTS,62.01Z,ess_france|sirene,siren_direct
804101467,KEDALION,62.01Z,ess_france|sirene,siren_direct
804148153,SAINT-CLIC,62.02A,ess_france|sirene,siren_direct
804191757,SHAKE UP THE WEB,63.11Z,ess_france|sirene,siren_direct
804239754,ACTUSPORT 83,63.12Z,ess_france|sirene,siren_direct
804382513,FORMATECH PLUS,62.03Z,ess_france|sirene,siren_direct
804473700,RELIKTO,63.12Z,ess_france|sirene,siren_direct
804481687,PIX SEL ET POIVRE,62.01Z,ess_france|sirene,siren_direct
804495877,COLLECTIF GR@PHIC,62.01Z,ess_france|sirene,siren_direct
804965507,AM NET ARTS ET METIERS NET,63.12Z,ess_france|sirene,siren_direct
804970010,CORPS ET AME,63.12Z,ess_france|sirene,siren_direct
805012515,CONSEIL INFORMATIQUE DEVELOPPEMENT,62.02A,ess_france|sirene,siren_direct
805153525,SANTE-TRANSFERT,62.02A,ess_france|sirene,siren_direct
805375763,MARE NOSTRUM,62.01Z,ess_france|sirene,siren_direct
807384862,ZOOM-GUADELOUPE,63.12Z,ess_france|sirene,siren_direct
807543251,CLUB INFORMATIQUE INTER-COMMUNAL,62.01Z,ess_france|sirene,siren_direct
807641311,LANGUAGE SOFTWARE,62.01Z,ess_france|sirene,siren_direct
807804182,ASSOCIATION POUR LA VALORISATION DU PATRIMOINE ARCHIVISTIQUE,63.11Z,ess_france|sirene,siren_direct
807837224,TY'CLICK,62.01Z,ess_france|sirene,siren_direct
807862818,NORMANDIX,62.01Z,ess_france|sirene,siren_direct
808070197,SUD TV LOCALE,63.12Z,ess_france|sirene,siren_direct
808101745,I NEED U,63.12Z,ess_france|sirene,siren_direct
808117410,TA METEO,62.01Z,ess_france|sirene,siren_direct
808127591,CLUB INFORMATIQUE DE OISEMONT,62.02A,ess_france|sirene,siren_direct
808355317,LIBREFFET,62.02A,ess_france|sirene,siren_direct
808379788,AERA-ESPORT,58.21Z,ess_france|sirene,siren_direct
808432553,VOSGES INFORMATIQUE,62.02A,ess_france|sirene,siren_direct
808611008,OFFICE SERVICE INFORMATIQUE,62.01Z,ess_france|sirene,siren_direct
808693626,PERSONNALITE PUBLIQUE,63.12Z,ess_france|sirene,siren_direct
808737100,WAKO FACTORY,58.21Z,ess_france|sirene,siren_direct
808814479,EMERAUDE APPLICATIONS,62.01Z,ess_france|sirene,siren_direct
808814529,TESO.NET,62.01Z,ess_france|sirene,siren_direct
808931331,DU VILLAGE DE LA POTERIE,63.12Z,ess_france|sirene,siren_direct
809159965,INTERGER SOFLWORKS,62.01Z,ess_france|sirene,siren_direct
809710890,HUBIQUIT,62.02A,ess_france|sirene,siren_direct
809917214,LES CO-CITOYENS,63.12Z,ess_france|sirene,siren_direct
810157982,MOBICOOP,63.11Z,ess_france|sirene,siren_direct
810186742,ALTER&COM',62.01Z,ess_france|sirene,siren_direct
810281253,VOXEUROP ASSOCIATION,63.12Z,ess_france|sirene,siren_direct
810311928,STICKER-LABEL,63.12Z,ess_france|sirene,siren_direct
810535112,ADOPLEX,62.02A,ess_france|sirene,siren_direct
810675462,PYTHONIAN,62.01Z,ess_france|sirene,siren_direct
810686683,"CITEGO-CITES, TERRITOIRE, GOUVERNANCE",63.12Z,ess_france|sirene,siren_direct
810720557,24EME,62.01Z,ess_france|sirene,siren_direct
810930222,COLIBULLE,62.01Z,ess_france|sirene,siren_direct
811023746,PXL SAINT MARTIN DE CRAU,62.02A,ess_france|sirene,siren_direct
811168525,FANTASTICODE,62.01Z,ess_france|sirene,siren_direct
811170083,FOCUSPORT.FR,63.12Z,ess_france|sirene,siren_direct
811185198,SQUAREGOLAB,62.01Z,ess_france|sirene,siren_direct
811380344,POPCOM,62.01Z,ess_france|sirene,siren_direct
811638063,ASSOCIATION LES ECHOS DE COUSPEAU,62.01Z,ess_france|sirene,siren_direct
811786250,UNION POUR LA PROMOTION DES ENSEIGNEMENTS ET CARRIERES SCIENTIFIQUES,63.12Z,ess_france|sirene,siren_direct
811815323,FOI DE CANARD,63.11Z,ess_france|sirene,siren_direct
811841774,HAYYOO,62.01Z,ess_france|sirene,siren_direct
811933563,LES DESORDINATEURS COMMUNICANTS,62.01Z,ess_france|sirene,siren_direct
812055598,SIMPI,62.02A,ess_france|sirene,siren_direct
812382992,PROXGROUP,62.01Z,ess_france|sirene,siren_direct
812435451,COMITE FRANCAIS DES TESTS LOGICIELS,62.02A,ess_france|sirene,siren_direct
812448819,ENTRE'PRENEURS D'ACTIONS SOLIDAIRES,62.01Z,ess_france|sirene,siren_direct
812479806,DIGICOOP,62.01Z,ess_france|sirene,siren_direct
812513299,EN VIE A BEZIERS (EVAB),63.12Z,ess_france|sirene,siren_direct
812641314,COOPGO,62.01Z,ess_france|sirene,siren_direct
812774263,KUNHEIM LINUX USER GROUPE,62.02A,ess_france|sirene,siren_direct
812944346,LIBRAIRIE DE MUTUALISATION DES CONNAISSANCES,62.01Z,ess_france|sirene,siren_direct
813048816,CH ACTEURS DE MISES A DISPOSITIONS ECLAIREES -CHAMADE,62.01Z,ess_france|sirene,siren_direct
813065042,VISAGO MEDIA,62.01Z,ess_france|sirene,siren_direct
813097672,WE GOT GAME,62.01Z,ess_france|sirene,siren_direct
813101110,QUINZEQUINZE,62.01Z,ess_france|sirene,siren_direct
813211653,GROUPE ROXNETWORK,63.11Z,ess_france|sirene,siren_direct
813275187,ARCADS,62.02A,ess_france|sirene,siren_direct
813314853,INCUBATEUR NUMERIQUE DANS LE MONDE DE L'INTERNET,62.01Z,ess_france|sirene,siren_direct
813520491,INFORMATICA SPECIAL SERVICES,62.02A,ess_france|sirene,siren_direct
813821279,BAYES IMPACT FRANCE,62.01Z,ess_france|sirene,siren_direct
814045258,SPOTLAB,62.01Z,ess_france|sirene,siren_direct
814117867,ABC MEDIAS EVENEMENTIEL,63.12Z,ess_france|sirene,siren_direct
814256475,CODINGUP,62.01Z,ess_france|sirene,siren_direct
814327102,PRISON INSIDER (PI),63.12Z,ess_france|sirene,siren_direct
814637708,URGENCES SOINS INTENSIFS TRINITE,62.02A,ess_france|sirene,siren_direct
814761920,WL INFORMATIQUE,62.02B,ess_france|sirene,siren_direct
814878419,ASSOCIATION ORELLA,62.01Z,ess_france|sirene,siren_direct
814972584,NORMANDIGITAL RESEAU NORMAND DES PROFESSIONNELS DU NUMERIQUE,62.02A,ess_france|sirene,siren_direct
