siren;sources;origines;methode_jointure;confiance_jointure;denomination;code_postal;commune;site_web;nom_structure_porteuse;naf;tranche_effectifs;categorie_juridique;denomination__tiers_lieux;code_postal__tiers_lieux;commune__tiers_lieux;site_web__tiers_lieux;denomination__ess_numerique;denomination__cate_juridique;nom_usage;famille_ess;naf_numerique;tags_numerique
501250872;ess_france|sirene;ess_numerique;siren_direct;;ECO-SAPIENS;;;;;63.12Z;;;;;;;;;;;True;portail_web
501316665;ess_france|sirene;ess_numerique;siren_direct;;DIRECTVELO;;;;;63.12Z;;;;;;;;;;;True;portail_web
501398085;sirene;cate_juridique;siren_direct;;LES P'TIT ZOUTILS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
501462352;ess_france|sirene;ess_numerique;siren_direct;;LE CLAVIER LIBRE;;;;;62.02A;;;;;;;;;;;True;conseil_it
501628028;ess_france|sirene;ess_numerique;siren_direct;;AUTOKTONE;;;;;62.02A;;;;;;;;;;;True;conseil_it
501734941;ess_france|sirene;ess_numerique;siren_direct;;VIRTUALSERV;;;;;62.02A;;;;;;;;;;;True;conseil_it
501745780;ess_france|sirene;ess_numerique;siren_direct;;NET ESPACE TECHNIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
501952261;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PROJECT DEVELOPMENT;;;;;58.29A;NN;9220.0;;;;;;;;association;True;edition_logiciel
502082688;ess_france|sirene;ess_numerique;siren_direct;;HIVANE;;;;;62.02A;;;;;;;;;;;True;conseil_it
502216492;ess_france|sirene;ess_numerique;siren_direct;;INTIS;;;;;62.02A;;;;;;;;;;;True;conseil_it
502310949;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ANTIBOISE MULTIMEDIA;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
502378532;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FOUR DEVILS PROD;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
502513344;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MARSEILLE PRO SERVICE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
502540586;ess_france|sirene;ess_numerique;siren_direct;;CYBER CLUN INFO NET;;;;;62.02A;;;;;;;;;;;True;conseil_it
502836349;ess_france|sirene;ess_numerique;siren_direct;;GROUPE INFORMATIQUE DE L'ECOLE CENTRALE MARSEILLE;;;;;62.02A;;;;;;;;;;;True;conseil_it
503062408;ess_france|sirene;ess_numerique;siren_direct;;ACCESS42;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
503268625;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;WEB SOLIDAIRE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
503408098;ess_france|sirene;ess_numerique;siren_direct;;POUR UNE INFORMATIQUE LIBRE;;;;;62.02A;;;;;;;;;;;True;conseil_it
503531824;sirene;cate_juridique;siren_direct;;HK3;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
503621518;ess_france|sirene;ess_numerique;siren_direct;;UNIVERS VIRTUELS;;;;;63.12Z;;;;;;;;;;;True;portail_web
503729956;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION INFORMATIQUE VOUZON (A I V);;;;;62.02A;;;;;;;;;;;True;conseil_it
503735276;ess_france|sirene;ess_numerique;siren_direct;;ATELIERS MIEUX ETRE;;;;;63.12Z;;;;;;;;;;;True;portail_web
503807687;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;VISION D'ART;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
503811523;ess_france|sirene;ess_numerique;siren_direct;;ASS INFORMATIQUE BASTIDANE;;;;;62.02A;;;;;;;;;;;True;conseil_it
503831935;ess_france|sirene;ess_numerique;siren_direct;;CLUB INFORM@TIQUE HERB@LTOIS;;;;;62.02A;;;;;;;;;;;True;conseil_it
503862161;ess_france|sirene;ess_numerique;siren_direct;;SOS MEDIA SERVICE INFORMATIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
503868671;ess_france|sirene;ess_numerique;siren_direct;;ALTERNATIVE LIBRE INFORMATIQUE NIORTAIS ASSOCIATIF;;;;;62.02A;;;;;;;;;;;True;conseil_it
503941643;ess_france|sirene;ess_numerique;siren_direct;;ACCOMPAGN PERSONNAL POUR INFORMAT SEREINE;;;;;62.02A;;;;;;;;;;;True;conseil_it
504058090;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION TRIPLE A;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
504061839;ess_france|sirene;ess_numerique;siren_direct;;MICRO SYSTEMES ASSISTANCE;;;;;62.02B;;;;;;;;;;;True;conseil_it
504323643;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;AIKONLAB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
504514738;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;RAPID PC DEVELOPPEMENT;;;;;58.29B;NN;9220.0;;;;;;;;association;True;edition_logiciel
504645946;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LES ARCHIVES DU SPECTACLE;;;;;62.01Z;3;9220.0;;;;;;;;association;True;dev_logiciel
504780313;ess_france|sirene;ess_numerique;siren_direct;;EXCEL GRAND-EST;;;;;62.02A;;;;;;;;;;;True;conseil_it
504957663;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ENTRE GENS;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
507661023;ess_france|sirene;ess_numerique;siren_direct;;INVENTIV IT;;;;;62.02A;;;;;;;;;;;True;conseil_it
507677631;ess_france|sirene;ess_numerique;siren_direct;;MEDIA CARAIBES NET WORK;;;;;62.02A;;;;;;;;;;;True;conseil_it
507717668;ess_france|sirene;ess_numerique;siren_direct;;ARTISAN NUMERIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
507726750;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PLUSJAMAISSEUL(E).COM;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
507957298;ess_france|sirene;ess_numerique;siren_direct;;NEVALYS INTERACTIVE;;;;;62.03Z;;;;;;;;;;;True;hebergement
508132800;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;EXOCET L'ASSOC.COM;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
508238532;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MAXIME AND CO;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
508331311;ess_france|sirene;ess_numerique;siren_direct;;CLUB MICRO SAINT MAUR;;;;;62.02A;;;;;;;;;;;True;conseil_it
508357290;ess_france|sirene;ess_numerique;siren_direct;;GUADELOUPE MARIAGE;;;;;63.12Z;;;;;;;;;;;True;portail_web
508474111;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;EKODAFRIK.NET;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
508519295;ess_france|sirene;ess_numerique;siren_direct;;INFORMATIQUE CLUB EN PAYS FOYEN;;;;;62.02A;;;;;;;;;;;True;conseil_it
508563632;ess_france|sirene;ess_numerique;siren_direct;;CLUB MICRO-INFORMATIQUE DE NEUILLAY-LES-BOIS;;;;;62.02A;;;;;;;;;;;True;conseil_it
508612413;sirene;cate_juridique;siren_direct;;OUVRE UN SITE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
508858214;sirene;cate_juridique;siren_direct;;UNIVUP INTERACTIVE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
508899010;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FORMATION-PROGRAMMATION-MAINTENANCE-INFORMATIQUE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
509027520;ess_france|sirene;ess_numerique;siren_direct;;GITES SUD-ATLANTIQUES;;;;;63.12Z;;;;;;;;;;;True;portail_web
509108809;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CREATION HEBERGEMENT GESTION ET DEVELOPPEMENT DE SITE WEB;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
509229860;ess_france|sirene;ess_numerique;siren_direct;;J'AIME LA MULTIMEDIA;;;;;62.02A;;;;;;;;;;;True;conseil_it
509447785;ess_france|sirene;ess_numerique;siren_direct;;MUTINS;;;;;62.02A;;;;;;;;;;;True;conseil_it
509477550;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CONCEPTOR;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
509635819;ess_france|sirene;ess_numerique;siren_direct;;CULTURE NUMERIQUE;;;;;62.02A;;;;;;;;;;;True;conseil_it
509866596;sirene;cate_juridique;siren_direct;;GREENQUIZZ;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
509927604;ess_france|sirene;ess_numerique;siren_direct;;IP EDITIONS;;;;;63.12Z;;;;;;;;;;;True;portail_web
510302409;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LES WEBS DU GEVAUDAN;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
510360803;ess_france|sirene;ess_numerique;siren_direct;;ECLECTIC.COOP;;;;;62.02A;;;;;;;;;;;True;conseil_it
510491483;ess_france|sirene;ess_numerique;siren_direct;;CLUB INFORMATIQUE DE THORIGNY SUR MARNE;;;;;62.02A;;;;;;;;;;;True;conseil_it
510527005;ess_france|sirene;ess_numerique;siren_direct;;NETHIK;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
511003659;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION DE GESTION D'AEROWEB-FR.NET (AGAW);;;;;63.12Z;;;;;;;;;;;True;portail_web
511083313;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;OBSERVATOIRE DU LOGEMENT NEUF DES PAYS DE LA LOIRE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
511385734;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;IMAGINE-MEDIA;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
511524076;sirene;cate_juridique;siren_direct;;GEEK S EYES;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
511554792;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION HDWEB SERVICES;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
511591596;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;VIDOC;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
511812976;ess_france|sirene;ess_numerique;siren_direct;;CLUB INFORMATIQUE RUCHELAIS;;;;;62.02A;;;;;;;;;;;True;conseil_it
511986176;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;TERRE SACREE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
512014556;sirene;cate_juridique;siren_direct;;NUMERIC-78;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
512532458;sirene;cate_juridique;siren_direct;;A.N.I.;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
513257014;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION D'ECONOMIE RURALE PUY  DE DOME;;;;;62.02A;;;;;;;;;;;True;conseil_it
513258236;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;AUTISME ET APPRENTISSAGES;;;;;58.29B;NN;9220.0;;;;;;;;association;True;edition_logiciel
513647636;ess_france|sirene;ess_numerique;siren_direct;;L'AROBASE;;;;;62.02A;;;;;;;;;;;True;conseil_it
514034230;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SAMES WIRELESS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
514495548;ess_france|sirene;ess_numerique;siren_direct;;DESCODE;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
514536952;ess_france|sirene;ess_numerique;siren_direct;;ASS INFORMATIQUE ENTRE HAMY;;;;;62.02A;;;;;;;;;;;True;conseil_it
514746460;sirene;cate_juridique;siren_direct;;CREAWEBALTERNATIVE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
515049526;ess_france|sirene;ess_numerique;siren_direct;;PV SECURITE GRAND EST;;;;;62.02A;;;;;;;;;;;True;conseil_it
515052355;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SOS FAI;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
517458436;ess_france|sirene;ess_numerique;siren_direct;;WEBGOMBO;;;;;62.02A;;;;;;;;;;;True;conseil_it
517492310;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SIX FOURS INFORMATIQUE CLUB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
517549515;ess_france|sirene;ess_numerique;siren_direct;;MYFIDES;;;;;62.02A;;;;;;;;;;;True;conseil_it
517778155;ess_france|sirene;ess_numerique;siren_direct;;ATELIER MULTIMEDIA INFORMATIQUE DU VAR;;;;;62.02A;;;;;;;;;;;True;conseil_it
517865655;ess_france|sirene;ess_numerique;siren_direct;;DEVCOOP;;;;;62.02A;;;;;;;;;;;True;conseil_it
517901658;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION ONE STATION;;;;;63.12Z;;;;;;;;;;;True;portail_web
517984159;sirene;cate_juridique;siren_direct;;SIMILIWEB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
518659131;ess_france|sirene;ess_numerique;siren_direct;;H2C CONSEIL;;;;;62.02A;;;;;;;;;;;True;conseil_it
518761515;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION COMITE  D'ETUDE SCIENTIFIQUE ET INFORMATIQUE TOPONYMIE CORSE;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
519067276;sirene;cate_juridique;siren_direct;;CAPUCINE.NET;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
519217541;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;2 DE COEUR;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
519271548;ess_france|sirene;ess_numerique;siren_direct;;SOCIETE COOPERATIVE DE PRODUCTION SAFOBE AGENCE WEB A RESPONSABILITE LIMITEE A CAPITAL VARIABLE;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
519382261;ess_france|sirene;ess_numerique;siren_direct;;VISUAL CLUB;;;;;62.02A;;;;;;;;;;;True;conseil_it
519553960;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;AUVERGNE JUNIOR CONSULTING;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
520337239;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;VISIOWORLD;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
520438334;ess_france|sirene;ess_numerique;siren_direct;;AIDE INFORMATIQUE DE CENON;;;;;62.02A;;;;;;;;;;;True;conseil_it
520465204;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;3DGRAPHIC;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
520505173;ess_france|sirene;ess_numerique;siren_direct;;AYOKAI TECH ASSOCIATION AND SOFTWARE QUALITY ORGANIZATION;;;;;62.02A;;;;;;;;;;;True;conseil_it
520858887;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;NON FICTION;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
521469759;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;WEB-REALISATION;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
521489492;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FRANCE ACL;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
521493650;ess_france|sirene;ess_numerique;siren_direct;;SCOP DATA;;;;;62.03Z;;;;;;;;;;;True;hebergement
521804864;sirene;cate_juridique;siren_direct;;PIGMENT 17 MULTIMEDIA;;;;;58.29C;NN;9220.0;;;;;;;;association;True;edition_logiciel
521950709;ess_france|sirene;ess_numerique;siren_direct;;ARTS MEDIA PRODUCTION;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
522002930;ess_france|sirene;ess_numerique;siren_direct;;CALEIDO-SCOP;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
522169366;sirene;cate_juridique;siren_direct;;SPORT AND LINE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
522214105;ess_france|sirene;ess_numerique;siren_direct;;FORUM REGIONAL DES ARTS PLASTIQUES;;;;;63.12Z;;;;;;;;;;;True;portail_web
522547124;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;GROUPE SITISIMO;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
522612027;ess_france|sirene;ess_numerique;siren_direct;;PROTEC DOMAINS;;;;;62.03Z;;;;;;;;;;;True;hebergement
523571768;ess_france|sirene;ess_numerique;siren_direct;;BE GOOD PROJECT;;;;;63.12Z;;;;;;;;;;;True;portail_web
523581973;ess_france|sirene;ess_numerique;siren_direct;;MAGNETIC;;;;;62.02A;;;;;;;;;;;True;conseil_it
523595098;ess_france|sirene;ess_numerique;siren_direct;;LA COMPAGNIE DES AIDANTS;;;;;63.12Z;;;;;;;;;;;True;portail_web
524230273;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;AMIEZ;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
524416088;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;FAVOURITESTATION GROUPE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
524469699;ess_france|sirene;ess_numerique;siren_direct;;ASSOCIATION STRASWEB;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
524631710;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;COMITE DE BASSIN D'EMPLOI DU NIORTAIS ET HAUT VAL DE SEVRE;;;;;63.11Z;2;9220.0;;;;;;;;association;True;hebergement
524700861;tiers_lieux;tiers_lieux;scoring;1.0;l'Alternateur;34725.0;Saint-André-de-Sangonis;http://alternateur-valleeherault.fr;Communauté de Commune de la Vallée de l'Hérault;;;;;;;;;;;;False;
525152757;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PIXXCLUB.COM- FOURNISSEUR DE PHOTOS CLUBBING;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
525190153;ess_france|sirene;ess_numerique;siren_direct;;INTERNET LIBRE ET OUVERT POUR TOUS DANS L'HERAULT;;;;;63.12Z;;;;;;;;;;;True;portail_web
525335535;ess_france|sirene;ess_numerique;siren_direct;;ELECTRON NETWORK FREE;;;;;63.12Z;;;;;;;;;;;True;portail_web
527983258;ess_france|sirene;ess_numerique;siren_direct;;LOR'ACTU;;;;;63.12Z;;;;;;;;;;;True;portail_web
528046832;ess_france|sirene;ess_numerique;siren_direct;;ANGSTPROD;;;;;63.12Z;;;;;;;;;;;True;portail_web
528704117;tiers_lieux;tiers_lieux;scoring;0.9;Axelle Benaich;13001.0;MARSEILLE 1ER ARRONDISSEMENT;http://www.lafabulerie.com;LA FABULERIE;;;;;;;;;;;;False;
528795347;ess_france|sirene;ess_numerique;siren_direct;;RESEAU NUMERIQUE RURAL VILLACOIS;;;;;62.03Z;;;;;;;;;;;True;hebergement
528987845;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ZOOM PICTURES;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
529103764;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MARSEILLE WEB TELEVISION;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
529907362;ess_france|sirene;ess_numerique;siren_direct;;NEXT WEB;;;;;62.02A;;;;;;;;;;;True;conseil_it
529972069;ess_france|sirene;ess_numerique;siren_direct;;OSIAD;;;;;62.02A;;;;;;;;;;;True;conseil_it
530130079;ess_france|sirene;ess_numerique;siren_direct;;DOUBLE CLIC;;;;;62.02A;;;;;;;;;;;True;conseil_it
530154871;ess_france|sirene;ess_numerique;siren_direct;;SUD WEB;;;;;62.02A;;;;;;;;;;;True;conseil_it
530183938;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;PASSE CROISEE;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
530550953;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;COM@ARTIZ;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
530711662;ess_france|sirene;ess_numerique;siren_direct;;3ITECH;;;;;62.02A;;;;;;;;;;;True;conseil_it
530828284;ess_france|sirene;ess_numerique;siren_direct;;ONELA;;;;;62.02A;;;;;;;;;;;True;conseil_it
531149995;ess_france|sirene;ess_numerique;siren_direct;;UNION PORTUAIRE CAENNAISE;;;;;62.02B;;;;;;;;;;;True;conseil_it
531274868;ess_france|sirene;ess_numerique;siren_direct;;GROUPE INTERNATIONAL D EXPERTS EN SYSTEMES VITIVINICOLES POUR LA COOPERATION;;;;;63.12Z;;;;;;;;;;;True;portail_web
531502839;ess_france|sirene;ess_numerique;siren_direct;;CLUB LUDOVICIEN D'INFORMATIQUE ET DE COMMUNICATION;;;;;62.02A;;;;;;;;;;;True;conseil_it
531723864;ess_france|sirene;ess_numerique;siren_direct;;SINAC;;;;;62.02A;;;;;;;;;;;True;conseil_it
531838662;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;HORS DES CLOUS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
531978591;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ALTER-VIEW;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
531984862;ess_france|sirene;ess_numerique;siren_direct;;CEICOM SOLUTIONS;;;;;58.29C;;;;;;;;;;;True;edition_logiciel
532125192;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ALPINUX LE LUG DE SAVOIE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
532222221;ess_france|sirene;ess_numerique;siren_direct;;SOCIETE COOPERATIVE EN INFORMATIQUE LIBRE (SCIL);;;;;62.02A;;;;;;;;;;;True;conseil_it
532262268;ess_france|sirene;ess_numerique;siren_direct;;HUPSTREAM;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
532628310;sirene;cate_juridique;siren_direct;;ASSOCIATION PACITEL;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
532661741;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOC KERNEL-WEB;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
532674272;ess_france|sirene;ess_numerique;siren_direct;;OPENSCOP;;;;;62.02A;;;;;;;;;;;True;conseil_it
533064275;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;DIGITWEB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
533215505;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;CLUB INFORMATIQUE GUERIGNOIS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
533717856;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;3D CONSUMER ASSOCIATION;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
533784591;ess_france|sirene;ess_numerique;siren_direct;;COMEX ELECTRONICS AB;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
533811675;sirene;cate_juridique;siren_direct;;CRESS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
534170337;sirene;cate_juridique;siren_direct;;PLUS BELLE MA TERRE;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
534436837;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASS POUR LE DEVELOPPEMENT D'INTERNET DANS LE PAYS BRIARD ADIPAB;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
534462437;ess_france|sirene;ess_numerique;siren_direct;;ANDEVIA;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
534776547;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LA THEATROTHEQUE.COM;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
534800867;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LOGICIEL COLLECTIF D IDENTIFICATION ET DE TRACABILITE DES ANIMAUX;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
534887369;ess_france|sirene;ess_numerique;siren_direct;;CHRETIENS  AUJOURD'HUI;;;;;63.12Z;;;;;;;;;;;True;portail_web
535026603;ess_france|sirene;ess_numerique;siren_direct;;E-LEARNING TOUCH';;;;;62.02A;;;;;;;;;;;True;conseil_it
535115729;ess_france|sirene;ess_numerique;siren_direct;;CADOLES;;;;;62.02A;;;;;;;;;;;True;conseil_it
535199723;ess_france|sirene;ess_numerique;siren_direct;;LOURDES ACTU;;;;;63.12Z;;;;;;;;;;;True;portail_web
535202568;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;VIGISOL;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
537386393;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;WIKIPASDECALAIS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
538021783;ess_france|sirene;ess_numerique;siren_direct;;LIBRE SHOP;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
538190976;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ASSOCIATION ITN 47;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
538238973;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;LE DEDANS DU BOCAL;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
538396094;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SALLANCHES DATA NETWORK;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
538435272;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;SIGMAP;;;;;63.11Z;NN;9220.0;;;;;;;;association;True;hebergement
538811944;ess_france|sirene;ess_numerique;siren_direct;;TROOPERS WEB REPUBLIC;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
538977901;ess_france|sirene;ess_numerique;siren_direct;;NECTAR DE CODE;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
539439760;ess_france|sirene;ess_numerique;siren_direct;;OUEST MEDIALAB;;;;;62.02A;;;;;;;;;;;True;conseil_it
539616490;ess_france|sirene;ess_numerique;siren_direct;;AIDE A DOMICILE AU NUMERIQUE;;;;;62.02B;;;;;;;;;;;True;conseil_it
539713743;ess_france|sirene;ess_numerique;siren_direct;;NOVASYS;;;;;62.02A;;;;;;;;;;;True;conseil_it
539834366;ess_france|sirene;ess_numerique;siren_direct;;SCOP ARTICS;;;;;62.01Z;;;;;;;;;;;True;dev_logiciel
539854448;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;RENDEZ-VOUS;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
539995431;ess_france|sirene;ess_numerique;siren_direct;;DE LA VISITE D'ENTREPRISE;;;;;63.12Z;;;;;;;;;;;True;portail_web
540082062;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;MEDI@TIZ;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
750099913;ess_france|sirene;cate_juridique|ess_numerique;siren_direct;;ZHEBERG;;;;;62.01Z;NN;9220.0;;;;;;;;association;True;dev_logiciel
750123507;ess_france|sirene;ess_numerique;siren_direct;;CAUSAVOSTRA;;;;;62.03Z;;;;;;;;;;;True;hebergement
