siren,sources,origines,methode_jointure,confiance_jointure,denomination,code_postal,commune,site_web,nom_structure_porteuse,naf,tranche_effectifs,categorie_juridique,group_naf,group_cate,denomination__tiers_lieux,code_postal__tiers_lieux,commune__tiers_lieux,site_web__tiers_lieux,nom_usage,denomination__ess_x_naf,denomination__cate_x_naf,denomination__ess_flag_insee,famille_ess,naf_numerique,tags_numerique
902468040,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ALOUETTE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
902571116,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CLOUDHEBERGE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
902588417,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NDS-HEBERG,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
902623446,sirene,ess_flag_insee,siren_direct,1.0,WOULLYX IT,,,,,62.02A,NN,5499.0,,,,,,,,,,,,True,conseil_it
902656206,sirene,ess_flag_insee,siren_direct,1.0,FRANSOFT,,,,,62.02A,01,5710.0,,,,,,,,,,,,True,conseil_it
902677889,sirene,ess_flag_insee,siren_direct,1.0,EDO SI CONSULTING,,,,,62.02A,NN,5499.0,,,,,,,,,,,,True,conseil_it
902717842,sirene,ess_flag_insee,siren_direct,1.0,MA PALETTE,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
902773050,ess_france|sirene,ess_x_naf,siren_direct,1.0,NOESYA,,,,,62.01Z,,,,,,,,,,,,,,True,dev_logiciel
902797463,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,COMMUNAUTE DE HACKING DE L'ESIEE-IT,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
902840719,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WINVEER,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
902851104,sirene,ess_flag_insee,siren_direct,1.0,SCILICET,,,,,58.29C,NN,5710.0,,,,,,,,,,,,True,edition_logiciel
902891738,sirene,ess_flag_insee,siren_direct,1.0,IZZY DIAG,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
903007128,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,13 ASSOCIATION CONNECT SOLIDAIRE (13ACS),,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
903093987,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION FRWBY,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
903301737,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,OPENWINDMAP,,,,,63.12Z,NN,5560.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,portail_web
903307395,sirene,ess_flag_insee,siren_direct,1.0,FAKIAPPS,,,,,58.21Z,NN,5710.0,,,,,,,,,,,,True,edition_jeux
903337525,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,"SIFRIATENOU, NOTRE BIBLIOTHEQUE",,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
903337632,sirene,ess_flag_insee,siren_direct,1.0,ELITE CODE,,,,,62.02A,01,5499.0,,,,,,,,,,,,True,conseil_it
903397024,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FONDS DE DOTATION LE PONT,,,,,63.12Z,NN,9300.0,group_naf_2,group_cate_1,,,,,,,,,fondation,True,portail_web
903406080,sirene,ess_flag_insee,siren_direct,1.0,LA FABRIQUE A COMPTOIRS,,,,,63.12Z,NN,5710.0,,,,,,,,,,,,True,portail_web
903447142,ess_france|sirene,ess_x_naf,siren_direct,1.0,KODYSSEE,,,,,62.01Z,,,,,,,,,,,,,,True,dev_logiciel
903511285,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TRALELHO,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
903573608,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GROUPANET,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
903642858,sirene,ess_flag_insee,siren_direct,1.0,SBM,,,,,63.12Z,NN,5710.0,,,,,,,,,,,,True,portail_web
903692531,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,SOLIDOO,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
903704344,sirene,ess_flag_insee,siren_direct,1.0,COLINE CARE,,,,,63.12Z,01,5710.0,,,,,,,,,,,,True,portail_web
903714319,sirene,ess_flag_insee,siren_direct,1.0,YANOLA,,,,,62.02A,03,5710.0,,,,,,,,,,,,True,conseil_it
903779122,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SILO PRODUCTIONS,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
903786648,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FRAKT MOVEMENT,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
903864155,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,DEUSSEARCH - LE 1ER MOTEUR DE RECHERCHE DE JEUX VIDEO EN FONCTION DE TA PERSONNALITE !,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
903886786,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,KS-ENGINEERING,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
904022068,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,PYTORCH-IGNITE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
904094232,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FULUTY,,,,,58.21Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,edition_jeux
904145984,sirene,ess_flag_insee,siren_direct,1.0,ELISYS,,,,,58.29C,NN,5710.0,,,,,,,,,,,,True,edition_logiciel
904154457,sirene,ess_flag_insee,siren_direct,1.0,TREEGR,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
904224979,sirene,ess_flag_insee,siren_direct,1.0,GREENIOTE,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
904356037,sirene,ess_flag_insee,siren_direct,1.0,B-COMPUT,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
904403060,sirene,ess_flag_insee,siren_direct,1.0,PRODUCTIV-IT,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
904505559,sirene,ess_flag_insee,siren_direct,1.0,WEJUST,,,,,58.29A,11,5710.0,,,,,,,,,,,,True,edition_logiciel
904572443,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,KEY-LAN 2.0 AIDE ET CONSEIL A L'INFORMATIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
904580107,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION LUTTE CONTRE LA CYBERCRIMINALITE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
904669868,esus|sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,SMARTBACK,,,,,63.11Z,03,5710.0,group_naf_1,,,,,,,,,,,True,hebergement
904680238,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FRENCH-ROLEPLAY,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
904750486,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LA BIDOUILLE,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
904762564,sirene,ess_flag_insee,siren_direct,1.0,TICKNCOOK,,,,,63.11Z,NN,5710.0,,,,,,,,,,,,True,hebergement
904927290,sirene,ess_flag_insee,siren_direct,1.0,LOCCEANS,,,,,63.12Z,NN,5499.0,,,,,,,,,,,,True,portail_web
904949534,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION TI NUAGE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
905004396,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NOTRECINEMA,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
905138244,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LE BIBLIOCOSME,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
905142147,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MODE D' EMPLOIS,,,,,63.12Z,01,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
905151130,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NEBULAE,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
905171401,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,L'ATELIER  DU SCRIBE EDITEUR,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
905274122,sirene,ess_flag_insee,siren_direct,1.0,MERDACI CONSULTING,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
905388195,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,PROVENCE NUMERIQUE,,,,,62.02B,00,5560.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
905391975,sirene,ess_flag_insee,siren_direct,1.0,GAMEWAVE,,,,,63.11Z,01,5499.0,,,,,,,,,,,,True,hebergement
907495113,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CLUB IKOS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
907505523,sirene,ess_flag_insee,siren_direct,1.0,LOXPERT,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
907621015,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LA VOIX DU VOTE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
907663975,sirene,ess_flag_insee,siren_direct,1.0,BEERUS TECH,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
907690267,sirene,ess_flag_insee,siren_direct,1.0,ARVOJ,,,,,62.02A,NN,5499.0,,,,,,,,,,,,True,conseil_it
907803506,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LIBRAHOST,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
907817480,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CHERCHE CONCIERGE,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
907868921,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,DES VENTS CLAIRS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
907891121,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GM PRODUCTION (GESTION MEDIA PRODUCTION),,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
907922322,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,"COR'SPERTU, W.O.C.",,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
907970966,sirene,ess_flag_insee,siren_direct,1.0,TAGFLEET,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
908032253,esus|sirene,cate_x_naf,siren_direct,1.0,COMMUNE COLIVING,,,,,62.01Z,11,5710.0,group_naf_1,,,,,,,,,,,True,dev_logiciel
908243256,sirene,ess_flag_insee,siren_direct,1.0,EVERYDAY LIFE IMPACT,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
908363955,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,DEAD PIXELS SOCIETY,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
908384381,sirene,ess_flag_insee,siren_direct,1.0,BAROUDEUR,,,,,63.12Z,NN,5710.0,,,,,,,,,,,,True,portail_web
908484389,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,EHEBERG GROUP,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
908534555,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCIATION ASCLEPIA,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
908569429,sirene,ess_flag_insee,siren_direct,1.0,CULTURADVISOR,,,,,63.12Z,01,5710.0,,,,,,,,,,,,True,portail_web
908638232,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,KAPOORLABS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
908720022,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LE PHARE MUSICAL,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
908720311,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,BREIZH TEK,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
908853740,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,L'ARRIERE CUISINE,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
908944382,sirene,ess_flag_insee,siren_direct,1.0,SOFTWARE FACTORY,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
908944945,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,MON ASSISTANT CLOUD,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
908957194,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ASSOCATION ODV,,,,,58.21Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,edition_jeux
908960057,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,BLACK CONNEXION,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
909006850,sirene,ess_flag_insee,siren_direct,1.0,RAPSODIE,,,,,62.01Z,03,5710.0,,,,,,,,,,,,True,dev_logiciel
909104077,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TCORPORATION - AGIR AVEC LE NUMERIQUE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
909116717,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WAVECLOUD,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
909167553,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,SOLATYPIC,,,,,62.01Z,03,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
909170334,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CSSCADE,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
909187957,sirene,ess_flag_insee,siren_direct,1.0,PETITE CARROT,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
909229205,sirene,ess_flag_insee,siren_direct,1.0,CREATIV MOUNTAIN,,,,,58.29C,NN,5710.0,,,,,,,,,,,,True,edition_logiciel
909336653,sirene,ess_flag_insee,siren_direct,1.0,LOOTI,,,,,58.29C,00,5710.0,,,,,,,,,,,,True,edition_logiciel
909353054,sirene,ess_flag_insee,siren_direct,1.0,STEVEN,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
909353211,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,ASSOCIATION LRM CATALOGING SOLUTIONS,,,,,58.29C,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,edition_logiciel
909399859,sirene,ess_flag_insee,siren_direct,1.0,REVOTRADE,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
909404246,sirene,ess_flag_insee,siren_direct,1.0,LA BASTIDE DIGITALE,,,,,62.02A,01,5710.0,,,,,,,,,,,,True,conseil_it
909456154,sirene,ess_flag_insee,siren_direct,1.0,JUNO,,,,,58.29A,11,5710.0,,,,,,,,,,,,True,edition_logiciel
909577587,sirene,ess_flag_insee,siren_direct,1.0,MIRAMUNDI,,,,,63.12Z,NN,5710.0,,,,,,,,,,,,True,portail_web
909608572,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,KIPAZA,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
909703514,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,PALMACLOUD,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
909704926,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,TEDYWARE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
909752032,sirene,ess_flag_insee,siren_direct,1.0,SANAICHA,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
909772568,sirene,ess_flag_insee,siren_direct,1.0,FROMDAX,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
909834137,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,POLYMNY STUDIO,,,,,62.02A,02,5560.0,group_naf_2,group_cate_2,,,,,,,,,cooperative,True,conseil_it
909968125,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,JEED HOME,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
910090133,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SOIGNER DANS LE 28,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
910186774,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,COSMOS-HOST,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
910200880,sirene,ess_flag_insee,siren_direct,1.0,SILVER IMPACT,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
910279652,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,PYRENEES WARGAMES,,,,,58.21Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,edition_jeux
910317502,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,ENIGMA,,,,,58.21Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,edition_jeux
910390525,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,KEOCLOUD,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
910419464,sirene,ess_flag_insee,siren_direct,1.0,APPCOM BUSINESS,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
910450279,sirene,ess_flag_insee,siren_direct,1.0,MAINS D'ARGENT,,,,,63.12Z,01,5710.0,,,,,,,,,,,,True,portail_web
910537430,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,WIMBI RENT,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
910704147,sirene,ess_flag_insee,siren_direct,1.0,MUSE,,,,,58.29C,02,5710.0,,,,,,,,,,,,True,edition_logiciel
910770064,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CSIRT HAUTS-DE-FRANCE,,,,,62.02A,02,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
910886324,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,GUYANE PARTENAIRES,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
910924463,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,SPACEHEBERG,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
911038883,tiers_lieux,tiers_lieux,scoring,1.0,Fabrico,26000.0,VALENCE,http://fabrico.fr/,Association Fab'At,,,,,,,,,,,,,,,False,
911139400,sirene,ess_flag_insee,siren_direct,1.0,COMPTOIR DES LOGICIELS,,,,,58.29C,NN,5710.0,,,,,,,,,,,,True,edition_logiciel
911191260,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LA ROOM,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
911279966,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,RGA PROD,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
911328573,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,DPA EUROPE,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
911383552,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LE NUMERIQUE POUR TOUS,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
911448298,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,UNIXFY,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
911468213,sirene,ess_flag_insee,siren_direct,1.0,NUMERO 4,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
911485381,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,COMBAT LE MEDIA,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
911679603,sirene,ess_flag_insee,siren_direct,1.0,HERITA CORP,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
911730380,sirene,ess_flag_insee,siren_direct,1.0,TRS CONSEIL,,,,,62.02A,NN,5710.0,,,,,,,,,,,,True,conseil_it
911740371,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LA TRAME,,,,,63.12Z,01,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
911799609,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,DNS0.EU,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
911888386,sirene,ess_flag_insee,siren_direct,1.0,CHEFOOD,,,,,63.12Z,01,5710.0,,,,,,,,,,,,True,portail_web
911974442,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,FINISTDEVS,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
911992105,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,INTERNET ET MOI - I&M,,,,,62.02A,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,conseil_it
911996528,sirene,ess_flag_insee,siren_direct,1.0,SLIDER GROUP,,,,,62.02A,01,5710.0,,,,,,,,,,,,True,conseil_it
911997104,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,ALLIANCE BLOCKCHAIN FRANCE,,,,,62.01Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,dev_logiciel
912248473,sirene,ess_flag_insee,siren_direct,1.0,ENTRELP,,,,,63.12Z,01,5710.0,,,,,,,,,,,,True,portail_web
912286796,sirene,ess_flag_insee,siren_direct,1.0,GIBIDEV,,,,,62.01Z,NN,5499.0,,,,,,,,,,,,True,dev_logiciel
912326022,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,LES ATELIERS DE CHOUF TOLOSA,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
912346103,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,HOSTMYGAMES,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
912389459,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,SKOALI,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
912499050,sirene,ess_flag_insee,siren_direct,1.0,KINOME,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
912563780,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,CAMPUS ASSO,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
912582186,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NANGA PARBAT,,,,,63.12Z,NN,9220.0,group_naf_2,group_cate_1,,,,,,,,,association,True,portail_web
912602422,sirene,ess_flag_insee,siren_direct,1.0,PSQ SOFTWARE,,,,,62.02A,11,5710.0,,,,,,,,,,,,True,conseil_it
912661741,sirene,ess_flag_insee,siren_direct,1.0,I-OASIS,,,,,62.01Z,01,5710.0,,,,,,,,,,,,True,dev_logiciel
912680022,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,NEWNAME,,,,,63.11Z,NN,9220.0,group_naf_1,group_cate_1,,,,,,,,,association,True,hebergement
912837861,sirene,ess_flag_insee,siren_direct,1.0,ARTILOCO,,,,,62.01Z,NN,5710.0,,,,,,,,,,,,True,dev_logiciel
